										
권리사 지역	권리사	권리사 유형	유통사분류	유통사	아티스트분류	아티스트	 음원명 	 곡수 	 2022년 	 2023년 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 0(Zero) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 슬기 (SEULGI) 	 28 Reasons 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Arcade 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT 127 	 Ay-Yo 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Beatbox 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 레드벨벳(Red Velvet), aespa 	 Beautiful Christmas 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 레드벨벳(Red Velvet) 	 Birthday 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Black Mamba 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Broken Melodies 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 Can`t Control Myself 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Candy 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 마크 (MARK) 	 Child 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 온유 (ONEW) 	 DICE 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT 127 	 DJ 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Dreams Come True 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 레드벨벳(Red Velvet) 	 Feel My Rhythm 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 소녀시대 	 FOREVER 1 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Girls 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 마크 (MARK) 	 Golden Hour 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Graduation 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 샤이니 (SHINee) 	 HARD 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 INVU 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Life`s Too Short (English Ver.) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Next Level 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 온유 (ONEW) 	 O (Circle) 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT 도재정 	 Perfume 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 레드벨벳(Red Velvet) 	 Queendom 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Rewind 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 카이 (KAI) 	 Rover 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Salty & Sweet 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Savage 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 Set Myself On Fire 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 Siren 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Spicy 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 GOT the beat 	 Stamp On It 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 GOT the beat 	 Step Back 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 Tangerine Love (Favorite) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Thirsty 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 This Christmas 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 Timeless 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 Weekend 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 Welcome To MY World (Feat. nævis) 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 규현 (KYUHYUN) 	 광화문에서 (At Gwanghwamun) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 그런 밤 (Some Nights) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 너를 위한 단어 (It`s Yours) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 aespa 	 도깨비불 (Illusion) 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 마지막 인사 (To My First) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 폴킴 	 모든 날, 모든 순간 (Every day, Every Moment) 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 문 (Moon) 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 미니카 (Drive) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 발자국 (Walk With You) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 버퍼링 (Glitch Mode) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 북극성 (Never Goodbye) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 사계 (Four Seasons) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태용 (TAEYONG) 	 샤랄라 (SHALALA) 	 1 		 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 조이 (JOY) 	 안녕 (Hello) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 태연 (TAEYEON) 	 어른아이 (Toddler) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 오르골 (Life Is Still Going On) 	 1 	 1 	 1 
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT DREAM 	 입김 (Take My Breath) 	 1 	 1 	
 국내 	 SM Entertainment 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 NCT 127 	 질주 (2 Baddies) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 베이식(Basick) 	 08베이식 (Feat. 염따, punchnello) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 기리보이(Giriboy) 	 100℃ (Prod. 기리보이, YEOHO) (Feat. YUNHWAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 토이고 (toigo) 	 BLUE CHECK (Feat. 박재범, 제시) (Prod. by Slom) 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 이영지 	 DEJAVU (Feat. 박재범) (Prod. by Slom) 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 노윤하 	 Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 에일리 (Ailee) 	 I`m Sorry 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 윤미래, 비비(BIBI) 	 LAW (Prod. Czaer) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 BE`O (비오) 	 MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 이영지 	 NOT SORRY (Feat. pH-1) (Prod. by Slom) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 SINCE, Tabber 	 Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 Say Yes! 	 Say My Name 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 저스디스 (JUSTHIS), R.Tee 	 SUN GOES DOWN (Prod. R.Tee) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 GRAY (그레이), 로꼬 (LOCO), 쿠기 (Coogie) 	 Sweaty (Prod. GRAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 SG 워너비 	 Timeless 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 Don Mills , Northfacegawd , sokodomo , Khakii (카키) , A-Chess (에이체스) 	 TROUBLE (Prod. Slom) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM) 	 VVS (Feat. JUSTHIS) (Prod. GroovyRoom) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일 	 Wake Up (Prod. 코드 쿤스트) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE 	 WE (Feat. 박재범) (Prod. by Slom) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 이영지 	 WITCH (Feat. 박재범, So!YoON!) (Prod. by Slom) 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 쿤타 (Koonta) 	 깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 KHAN 	 나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 성시경 	 내게 오는 길 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 정승환 	 너였다면 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 염따 (YumDDa), TOIL, 쿤타, 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영 	 너와 나의 Memories 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 BE`O (비오) 	 네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 던말릭 (Don Malik) 	 눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 SG 워너비 	 라라라 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 BE`O (비오) 	 리무진 (Feat. MINO) (Prod. GRAY) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los 	 마이웨이 (MY WAY) (Prod. R.Tee) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 베이식(Basick) 	 만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 허성현 (Huh) 	 미운오리새끼 (Feat. 선우정아, BOBBY) (Prod. R.Tee) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 버스커 버스커 (Busker Busker) 	 벚꽃 엔딩 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 Mudd the student 	 불협화음 (Feat. AKMU) (Prod. GRAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 헤이즈 (Heize) 	 비도 오고 그래서 (Feat. 신용재) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 던말릭 (Don Malik) 	 빡 (Feat. 팔로알토 (Paloalto), 저스디스 (JUSTHIS)) (Prod. R.Tee) 	 1 		 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 지코 (ZICO) 	 새삥 (Prod. ZICO) (Feat. 호미들) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student 	 쉬어 (Feat. MINO) (Prod. GRAY) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 릴러말즈 (Leellamarz), 크루셜스타 (Crucial Star), QM, 김재욱, NSW yoon, 다민이 (DAMINI) 	 아저씨 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 Sondia 	 어른 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 에픽하이 (EPIK HIGH) 	 우산 (Feat. 윤하) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang 	 위하여 (We Higher) (Prod. GroovyRoom) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 NSW yoon 	 으리으리 (Feat. 호미들) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 해찬 	 좋은 사람 (2022) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 조광일 	 호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 다비치 	 화이트 (WHITE) (Feat. 박재범) 	 1 	 1 	
 국내 	 Stone Music Entertainment 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 sokodomo 	 회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom) 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment, 삼화네트웍스 	 권리사 다수 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 장범준 	 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 	 1 	 1 	 1 
 국내 	 Stone Music Entertainment, 화앤담픽쳐스 	 권리사 다수 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 에일리 (Ailee) 	 첫눈처럼 너에게 가겠다 	 1 	 1 	 1 
 국내 	 SUMMIT 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 DK 	 발걸음 	 1 		 1 
 국내 	 The Black Label 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 전소미 	 DUMB DUMB 	 1 	 1 	
 국내 	 The Black Label 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 태양 	 VIBE (feat. Jimin of BTS) 	 1 		 1 
 국내 	 The Black Label 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 전소미 	 XOXO 	 1 	 1 	
 국내 	 The Black Label 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 태양 	 나의 마음에 (Seed) 	 1 		 1 
 국내 	 The Black Label 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 아이돌 	 태양 	 슝! (feat. LISA of BLACKPINK) 	 1 		 1 
 국내 	 tokkinny records 	 권리사 단독 	 YG PLUS 	 YG PLUS 	 非아이돌 	 PATEKO (파테코) 	 Rainy day (Feat. ASH ISLAND, Skinny Brown) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 양요섭, 정은지 	 LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 멜로망스(Melomance) 	 그게 더 편할 것 같아 (N번째 연애 X 멜로망스) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 이선희 	 그대 손 놓아요 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 적재 	 나랑 같이 걸을래 (바른연애 길잡이 X 적재) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 허각 	 너 없이 사는 게 (N번째 연애 X 허각) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 휘인 (Whee In) 	 너, 너 (N번째 연애 X 휘인 (Whee In)) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 이석훈 	 바보에게 바보가 (웹툰 `연애의 발견` X 이석훈) 	 1 	 1 	 1 
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 전상근 	 사랑의 시작은 고백에서부터 (Romance) (웹툰 `연애의 발견` X 전상근) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 케이윌 (K.Will) 	 시간을 거슬러 (낮에 뜨는 달 X 케이윌) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 규현 (KYUHYUN), 정은지 	 우리 사랑 이대로 (여름날 우리 X 규현 (KYUHYUN), 정은지) 	 1 		 1 
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 전상근 	 우리 왜 헤어져야 해 (여름날 우리 X 전상근) 	 1 		 1 
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 10cm 	 이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) 	 1 	 1 	
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 非아이돌 	 스탠딩 에그(Standing Egg) 	 청소 (여름날 우리 X 스탠딩 에그) 	 1 		 1 
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 산들 	 취기를 빌려 (취향저격 그녀 X 산들) 	 1 	 1 	 1 
 국내 	 TOON STUDIO 	 권리사 단독 	 카카오엔터 	 카카오엔터 	 아이돌 	 이홍기 	 한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)) 	 1 		 1 
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 Bk Love 	 1 	 1 	
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 그대라는 사치 	 1 	 1 	
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 끝사랑 	 1 	 1 	
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 다시 사랑한다면 (김필 Ver.) 	 1 	 1 	
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 이제 나만 믿어요 	 1 	 1 	 1 
 국내 	 TV CHOSUN, 쇼플레이 	 권리사 다수 	 카카오엔터 	 카카오엔터 	 非아이돌 	 임영웅 	 잊었니 	 1 	 1 	
 국내 	 WAKEONE 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 로이킴 	 그때로 돌아가 	 1 	 1 	
 국내 	 WAKEONE 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 다비치 	 너에게 못했던 내 마지막 말은 	 1 	 1 	
 국내 	 WAKEONE 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 조유리 	 러브 쉿! 	 1 	 1 	
 국내 	 WAKEONE 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 다비치 	 매일 크리스마스 (Everyday Christmas) 	 1 	 1 	
 국내 	 WAKEONE 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 다비치 	 팡파레 	 1 	 1 	 1 
 국내 	 WAKEONE, 스윙엔터테인먼트 	 권리사 다수 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 Kep1er (케플러) 	 WA DA DA 	 1 	 1 	
 국내 	 WAKEONE, 페포니뮤직 	 권리사 다수 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	非아이돌	 강민경, 잔나비 	 우린 그렇게 사랑해서 	 1 	 1 	 1 
 국내 	 WM엔터테인먼트 	 권리사 단독 	CJ ENM(지니뮤직)	CJ ENM(지니뮤직)	아이돌	 이채연 	 KNOCK 	 1 		 1 
 국내 	 WM엔터테인먼트 	 권리사 단독 	 해외직배사 	 Sony Music 	 아이돌 	 오마이걸 (OH MY GIRL) 	 Dolphin 	 1 	 1 	
