일자	년도	곡수	순위	곡코드	곡명	아티스트명	앨범명	발매일	발매년도	앨범소장르	앨범대장르	유통사	기획사
2024-03-22	2024년	1	55	101593941	Spicy	aespa	MY WORLD - The 3rd Mini Album	2023-05-08	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	56	101122641	사랑하지 않아서 그랬어	임한별	사랑하지 않아서 그랬어	2023-04-02	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	플렉스엠
2024-03-22	2024년	1	57	94535712	사랑은 늘 도망가	임영웅	신사와 아가씨 OST Part.2	2021-10-11	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2024-03-22	2024년	1	58	101545646	이브, 프시케 그리고 푸른 수염의 아내	LE SSERAFIM (르세라핌)	UNFORGIVEN	2023-05-01	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-03-22	2024년	1	59	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	이전 발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-03-22	2024년	1	60	103151854	Get A Guitar	RIIZE	Get A Guitar	2023-09-04	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	61	93717294	Stay	The Kid LAROI & Justin Bieber	Stay	2021-07-09	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2024-03-22	2024년	1	62	96951358	해요 (2022)	#안녕	해요 (2022)	2022-06-07	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	Beyond Music
2024-03-22	2024년	1	63	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	64	97582506	Attention	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-03-22	2024년	1	65	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	이전 발매	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2024-03-22	2024년	1	66	98026161	숲	최유리	유영	2022-08-24	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2024-03-22	2024년	1	67	98636488	When I Get Old	Christopher & 청하	When I Get Old	2022-10-20	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2024-03-22	2024년	1	68	101713249	사랑..그게 뭔데	지아	사랑..그게 뭔데	2023-05-12	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	니즈뮤직
2024-03-22	2024년	1	69	103952831	Discord	QWER	1st Single Album 'Harmony from Discord'	2023-10-18	이전 발매	락	가요	주식회사 카카오엔터테인먼트	타마고 프로덕션
2024-03-22	2024년	1	70	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-03-22	2024년	1	71	96507978	That's Hilarious	Charlie Puth	CHARLIE	2022-10-07	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-03-22	2024년	1	72	100345896	파이팅 해야지 (Feat. 이영지)	부석순 (SEVENTEEN)	부석순 1st Single Album 'SECOND WIND'	2023-02-06	이전 발매	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-03-22	2024년	1	73	99792734	OMG	NewJeans	NewJeans 'OMG'	2023-01-02	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-03-22	2024년	1	74	102951296	Fast Forward	전소미	GAME PLAN	2023-08-07	이전 발매	댄스	가요	(주)와이지플러스	THEBLACKLABEL
2024-03-22	2024년	1	75	96550868	The Drum	Alan Walker	Walkerverse, Pt. I	2022-06-17	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	MER Recordings
2024-03-22	2024년	1	76	105666874	봄이 와도	로이킴	봄이 와도	2024-03-04	2024년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2024-03-22	2024년	1	77	101479700	손오공	세븐틴 (SEVENTEEN)	SEVENTEEN 10th Mini Album 'FML'	2023-04-24	이전 발매	랩/힙합	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-03-22	2024년	1	78	97313940	그라데이션	10CM	5.3	2022-07-03	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	매직스트로베리사운드
2024-03-22	2024년	1	79	87872613	어른	Sondia	나의 아저씨 OST Part. 2 (tvN 수목드라마)	2018-03-29	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-03-22	2024년	1	80	101545644	UNFORGIVEN (Feat. Nile Rodgers)	LE SSERAFIM (르세라핌)	UNFORGIVEN	2023-05-01	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-03-22	2024년	1	81	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	이전 발매	팝	POP	(주)유니버설뮤직(해외)	RBMG, Def Jam
2024-03-22	2024년	1	82	96613134	나의 X에게	경서	나의 X에게	2022-04-24	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2024-03-22	2024년	1	83	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2024-03-22	2024년	1	84	98315344	Monologue	테이 (Tei)	Monologue	2022-09-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2024-03-22	2024년	1	85	96276241	TOMBOY	(여자)아이들	I NEVER DIE	2022-03-14	이전 발매	락	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-03-22	2024년	1	86	103622216	Either Way	IVE (아이브)	I'VE MINE	2023-10-13	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-03-22	2024년	1	87	97404330	그때 그 순간 그대로 (그그그)	WSG워너비 (가야G)	WSG워너비 1집	2022-07-09	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	문화방송
2024-03-22	2024년	1	88	105544014	관객이 될게 (I stan U)	아이유 (IU)	The Winning	2024-02-20	2024년	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-03-22	2024년	1	89	105812421	영원	DK (디셈버)	영원 (남은 인생 10년 X DK (디셈버))	2024-03-19	2024년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-03-22	2024년	1	90	93300145	신호등	이무진	신호등	2021-05-14	이전 발매	락	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2024-03-22	2024년	1	91	103804148	Off The Record	IVE (아이브)	I'VE MINE	2023-10-13	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-03-22	2024년	1	92	101132628	꽃	지수 (JISOO)	ME	2023-03-31	이전 발매	댄스	가요	(주)와이지플러스	YG Entertainment
2024-03-22	2024년	1	93	103967821	잠시라도 우리	성시경 & 나얼	잠시라도 우리	2023-10-19	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	에스케이재원㈜
2024-03-22	2024년	1	94	102141355	나에게 그대만이	탑현	나에게 그대만이	2023-06-11	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	레이벡스
2024-03-22	2024년	1	95	98661235	ANTIFRAGILE	LE SSERAFIM (르세라핌)	ANTIFRAGILE	2022-10-17	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-03-22	2024년	1	96	97095129	Summer (Feat. BE'O (비오))	Paul Blanco	Summer	2022-06-15	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-03-22	2024년	1	97	105412022	하루	에일리 (Ailee)	하루	2024-02-04	2024년	발라드	가요	소니뮤직엔터테인먼트코리아(주)(국내)	"리뉴얼 프로젝트						"
2024-03-22	2024년	1	98	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-03-22	2024년	1	99	98612518	Underwater	권은비	Lethality	2022-10-12	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	울림엔터테인먼트
2024-03-22	2024년	1	100	105225348	Yes or No (Feat. 허윤진 of LE SSERAFIM & Crush)	그루비룸 (GroovyRoom)	Yes or No	2024-01-17	2024년	R&B/소울	가요	주식회사 카카오엔터테인먼트	H1GHR MUSIC RECORDS
2024-03-22	2024년	1	101	102244178	Steal The Show	Lauv	엘리멘탈 (Original Motion Picture Soundtrack)	2023-06-16	이전 발매	전체	OST	(주)유니버설뮤직(해외)	Walt Disney Records
2024-03-22	2024년	1	102	96367880	내가 아니라도	주호	내가 아니라도	2022-03-25	이전 발매	발라드	가요	(주)비타민엔터테인먼트(국내)	IN A MILLION
2024-03-22	2024년	1	103	96549502	우리들의 블루스	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	104	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2024-03-22	2024년	1	105	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	이전 발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2024-03-22	2024년	1	106	103055328	Bubble	STAYC (스테이씨)	TEENFRESH	2023-08-16	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	HIGHUP ENTERTAINMENT
2024-03-22	2024년	1	107	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2024-03-22	2024년	1	108	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2024-03-22	2024년	1	109	104570853	그대가 있는 곳, 언제 어디든	로이킴	로이킴 X 마이데몬	2023-12-01	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	㈜SBS콘텐츠허브
2024-03-22	2024년	1	110	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2024-03-22	2024년	1	111	93299407	Loving You Girl (Feat. Hkeem)	Peder Elias	Love & Loneliness	2022-04-29	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2024-03-22	2024년	1	112	105178845	기억해줘요 내 모든 날과 그때를	화곡동 청개구리	기억해줘요 내 모든 날과 그때를	2024-01-16	2024년	발라드	가요	주식회사 카카오엔터테인먼트	Kanverse
2024-03-22	2024년	1	113	100288016	Teddy Bear	STAYC (스테이씨)	Teddy Bear	2023-02-14	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	HIGHUP ENTERTAINMENT
2024-03-22	2024년	1	114	82145527	첫 눈	EXO	겨울 스페셜 앨범 '12월의 기적 (Miracles in December)'	2013-12-09	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	115	96366576	Like I Do	J.Tajor	Like I Do	2022-04-01	이전 발매	R&B/소울	POP	(유)포부콜렉티브코리아	ACTS Music Group
2024-03-22	2024년	1	116	101674536	잠깐 시간 될까	이무진	잠깐 시간 될까	2023-05-09	이전 발매	블루스/포크	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE, SWING ENTERTAINMENT
2024-03-22	2024년	1	117	96482850	봄여름가을겨울 (Still Life)	BIGBANG (빅뱅)	봄여름가을겨울 (Still Life)	2022-04-05	이전 발매	락	가요	(주)와이지플러스	YG Entertainment
2024-03-22	2024년	1	118	93340450	Every Second	Mina Okabe	Every Second	2021-05-21	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Universal Music (Denmark) A/S
2024-03-22	2024년	1	119	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2024-03-22	2024년	1	120	89996290	좋은 밤 좋은 꿈	너드커넥션 (Nerd Connection)	좋은 밤 좋은 꿈	2020-03-23	이전 발매	락	가요	주식회사 카카오엔터테인먼트	유어썸머
2024-03-22	2024년	1	121	105738406	BODY	하이라이트 (HIGHLIGHT)	Switch On	2024-03-11	2024년	댄스	가요	주식회사 카카오엔터테인먼트	어라운드어스
2024-03-22	2024년	1	122	105840765	Little Star	폴킴	Little Star (남은 인생 10년 X 폴킴)	2024-03-21	2024년	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-03-22	2024년	1	123	94980637	오르트구름	윤하 (YOUNHA)	YOUNHA 6th Album 'END THEORY'	2021-11-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT
2024-03-22	2024년	1	124	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2024-03-22	2024년	1	125	86868163	Shape Of You	Ed Sheeran	÷ (Deluxe)	2017-03-03	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-03-22	2024년	1	126	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2024-03-22	2024년	1	127	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-03-22	2024년	1	128	98314955	Shut Down	BLACKPINK	BORN PINK	2022-09-16	이전 발매	랩/힙합	가요	(주)와이지플러스	YG Entertainment
2024-03-22	2024년	1	129	103122543	달빛에 그려지는	미연 ((여자)아이들)	연인 OST Part.4	2023-08-20	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	(주)도너츠컬처
2024-03-22	2024년	1	130	85979370	다시 사랑한다면 (니글니글 버터플라이)	김필	복면가왕 47회	2016-02-21	이전 발매	전체	가요	(주)더블유피어	MBC (문화방송)
2024-03-22	2024년	1	131	95188110	ELEVEN	IVE (아이브)	ELEVEN	2021-12-01	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-03-22	2024년	1	132	93616612	Bad Habits	Ed Sheeran	0	2021-10-29	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-03-22	2024년	1	133	102051698	사실말야내가말야그게그러니까말이야	케이시 (Kassy)	사실말야내가말야그게그러니까말이야	2023-06-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2024-03-22	2024년	1	134	87307557	있잖아	폴킴	연애플레이리스트2 OST Part.2	2017-07-21	이전 발매	드라마	OST	(주)삼쩜일사	스페이스오디티
2024-03-22	2024년	1	135	103364221	I Love My Body	화사 (HWASA)	I Love My Body	2023-09-06	이전 발매	댄스	가요	(주)비타민엔터테인먼트(국내)	피네이션
2024-03-22	2024년	1	136	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-03-22	2024년	1	137	16108183	벌써 일년	브라운 아이즈	Brown Eyes	2001-06-01	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	갑엔터테인먼트
2024-03-22	2024년	1	138	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2024-03-22	2024년	1	139	90413574	OHAYO MY NIGHT	디핵 (D-Hack) & PATEKO	OHAYO MY NIGHT	2020-06-20	이전 발매	랩/힙합	가요	(주)와이지플러스	NEOKIDZ
2024-03-22	2024년	1	140	88074702	Way Back Home	숀 (SHAUN)	Take	2018-06-27	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	디씨톰엔터테인먼트
2024-03-22	2024년	1	141	82593715	I'm Not The Only One	Sam Smith	In The Lonely Hour	2014-01-01	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Capitol
2024-03-22	2024년	1	142	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-03-22	2024년	1	143	105757622	HAPPY	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-03-22	2024년	1	144	87894567	Bad	Christopher	Under the Surface	2019-11-08	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2024-03-22	2024년	1	145	101483795	Heaven (2023)	임재현	시작은 첫키스 OST Part.1	2023-04-25	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	캔버스뮤직
2024-03-22	2024년	1	146	89275179	기억해줘요 내 모든 날과 그때를	거미 (Gummy)	호텔 델루나 OST Part.7 (tvN 토일드라마)	2019-08-04	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-03-22	2024년	1	147	102067588	모래 알갱이	임영웅	모래 알갱이	2023-06-05	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	148	97970302	Pink Venom	BLACKPINK	BORN PINK	2022-09-16	이전 발매	랩/힙합	가요	(주)와이지플러스	YG Entertainment
2024-03-22	2024년	1	149	105077283	I Love You	안세하	I Love You	2024-01-06	2024년	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2024-03-22	2024년	1	150	98133352	새삥 (Prod. by ZICO) (Feat. 호미들)	지코 (ZICO)	스트릿 맨 파이터(SMF) Original Vol.3 (계급미션)	2022-09-06	이전 발매	전체	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-03-22	2024년	1	151	89374289	Memories	Maroon 5	Memories	2019-09-20	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2024-03-22	2024년	1	152	96696809	다시 만날 수 있을까	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	153	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	이전 발매	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2024-03-22	2024년	1	154	95990155	INVU	태연 (TAEYEON)	INVU - The 3rd Album	2022-02-14	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	155	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전 발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-03-22	2024년	1	156	103016631	거리에서 (Feat. ASH ISLAND)	릴러말즈 (Leellamarz)	거리에서	2023-08-13	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2024-03-22	2024년	1	157	105235577	Beautiful Things	Benson Boone	Beautiful Things	2024-01-18	2024년	팝	POP	워너뮤직코리아(주)(해외)	Night Street Records, Inc., Warner Records Inc.
2024-03-22	2024년	1	158	104040597	음악의 신	세븐틴 (SEVENTEEN)	SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN'	2023-10-23	이전 발매	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-03-22	2024년	1	159	98633640	Nxde	(여자)아이들	I love	2022-10-17	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-03-22	2024년	1	160	105331144	널 미워하기로 했어	이예준	널 미워하기로 했어	2024-01-28	2024년	발라드	가요	주식회사 카카오엔터테인먼트	에이치엔에스에이치큐 
2024-03-22	2024년	1	161	99576616	Say I Love You	우디 (Woody)	Say I Love You (Re : WIND 4MEN Vol.04)	2022-12-21	이전 발매	발라드	가요	(주)지니뮤직	메이저나인
2024-03-22	2024년	1	162	81230210	Stronger (What Doesn't Kill You)	Kelly Clarkson	Stronger (What Doesn't Kill You)	2012-02-06	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2024-03-22	2024년	1	163	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2024-03-22	2024년	1	164	96696807	무지개	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	165	96587489	정이라고 하자 (Feat. 10CM)	BIG Naughty (서동현)	정이라고 하자	2022-04-20	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	H1GHR MUSIC RECORDS
2024-03-22	2024년	1	166	105570780	AK47	Men's Tear (맨스티어)	AK47	2024-02-28	2024년	랩/힙합	가요	시드엠	뷰티풀너드
2024-03-22	2024년	1	167	98664198	떠나보낼 준비해 둘걸 그랬어	임한별	떠나보낼 준비해 둘걸 그랬어	2022-10-18	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	오늘의 선곡
2024-03-22	2024년	1	168	97404331	보고싶었어	WSG워너비 (4FIRE)	WSG워너비 1집	2022-07-09	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	문화방송
2024-03-22	2024년	1	169	105544233	Swan Song	LE SSERAFIM (르세라핌)	EASY	2024-02-19	2024년	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-03-22	2024년	1	170	88344888	12 : 45 (Stripped)	Etham	12 : 45 (Stripped)	2018-10-26	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2024-03-22	2024년	1	171	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	172	96517321	LOVE me	BE'O (비오)	LOVE me	2022-04-12	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE, SWING ENTERTAINMENT, 페임어스 엔터테인먼트
2024-03-22	2024년	1	173	93330349	Next Level	aespa	Next Level	2021-05-17	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-03-22	2024년	1	174	105544012	Shh.. (Feat. 혜인 (HYEIN) & 조원선 & Special Narr. 패티김)	아이유 (IU)	The Winning	2024-02-20	2024년	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-03-22	2024년	1	175	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전 발매	드라마	OST	(주)드림어스컴퍼니(국내)	Beyond Music
2024-03-22	2024년	1	176	99084793	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack) (Feat. FIFA Sound)	정국 & 방탄소년단	Dreamers (Music from the FIFA World Cup Qatar 2022 Official Soundtrack)	2022-11-20	이전 발매	팝	POP	(주)뮤직트리엔터테인먼트(국내)	Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC
2024-03-22	2024년	1	177	93352112	Butter	방탄소년단	Butter	2021-05-21	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-03-22	2024년	1	178	100602627	사랑하기 싫어	지아	사랑하기 싫어	2023-02-24	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	니즈뮤직
2024-03-22	2024년	1	179	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2024-03-22	2024년	1	180	101089615	That's Not How This Works (Feat. Dan ＋ Shay)	Charlie Puth	That's Not How This Works	2023-03-31	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-03-22	2024년	1	181	104190936	Standing Next to You	정국	GOLDEN	2023-11-03	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-03-22	2024년	1	182	105810973	봄이 왔나 봐 (Prod. by 양다일)	김종국	봄이 왔나 봐 (Prod. by 양다일)	2024-03-19	2024년	발라드	가요	주식회사 벅스(BUGS Corporation)	TURBO JK COMPANY & XANADU ENTERTAINMENT
2024-03-22	2024년	1	183	94546037	내 기쁨은 너가 벤틀리를 끄는 거야	김승민	PROTOTYPE RESEARCH #0063	2021-10-19	이전 발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	(주)뷰티플노이즈
2024-03-22	2024년	1	184	105697487	속는 셈 치고 다시 만나자	케이시 (Kassy)	Full Bloom	2024-03-06	2024년	발라드	가요	주식회사 카카오엔터테인먼트	㈜넥스타엔터테인먼트
2024-03-22	2024년	1	185	99014221	London Boy	임영웅	Polaroid	2022-11-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	186	96696680	FEARLESS	LE SSERAFIM (르세라핌)	FEARLESS	2022-05-02	이전 발매	댄스	가요	(주)와이지플러스	쏘스뮤직
2024-03-22	2024년	1	187	93768577	Return	고요	Return	2021-07-19	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	UNITED PALETTE 
2024-03-22	2024년	1	188	103625344	GODS	NewJeans & League of Legends	2023 리그 오브 레전드 월드 챔피언십 주제곡	2023-10-04	이전 발매	애니메이션/게임	OST	STONE MUSIC ENTERTAINMENT(유통대행)	라이엇 게임즈
2024-03-22	2024년	1	189	96696810	아버지	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-03-22	2024년	1	190	95214287	눈이 오잖아 (Feat. 헤이즈)	이무진	눈이 오잖아	2021-12-03	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2024-03-22	2024년	1	191	104078515	Intrusive Thoughts	Natalie Jane	Intrusive Thoughts	2023-10-27	이전 발매	팝	POP	(주)유니버설뮤직(해외)	10K Projects, Capitol Records
2024-03-22	2024년	1	192	104100664	밤, 바다	최유리	여행 : 플리(playlist) OST Part.2	2023-10-29	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	(주)도너츠컬처
2024-03-22	2024년	1	193	105757624	널 제외한 나의 뇌 (Get The Hell Out)	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-03-22	2024년	1	194	87538989	Snowman	Sia	Everyday Is Christmas (Snowman Deluxe Edition)	2022-12-30	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Monkey Puzzle, Atlantic
2024-03-22	2024년	1	195	105791656	멈춰줘	헤이즈 (Heize)	눈물의 여왕 OST Part.3	2024-03-17	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
