일자	년도	곡수	순위	곡코드	곡명	아티스트명	앨범명	발매일	발매년도	앨범소장르	앨범대장르	유통사	기획사
2024-11-23	2024년	1	234	85448749	Love Yourself	Justin Bieber	Purpose (Deluxe Edition)	2015-11-14	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings
2024-11-23	2024년	1	235	81657574	크리스마스니까	성시경 & 박효신 & 이석훈 & 서인국 & VIXX (빅스)	Jelly Christmas 2012 HEART PROJECT	2012-12-06	이전 발매	전체	가요	주식회사 카카오엔터테인먼트	젤리피쉬 엔터테인먼트
2024-11-23	2024년	1	236	92970438	봄 내음보다 너를	김나영	봄 내음보다 너를	2021-04-14	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	네버랜드엔터테인먼트
2024-11-23	2024년	1	237	106473248	봄눈	10CM	선재 업고 튀어 OST Part 8	2024-05-14	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-11-23	2024년	1	238	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-11-23	2024년	1	239	17455815	사랑했나봐	윤도현	Difference	2005-04-29	이전 발매	락	가요	(주)유니버설뮤직(국내)	Dee Company (디컴퍼니 / 구.다음기획)
2024-11-23	2024년	1	240	98612518	Underwater	권은비	Lethality	2022-10-12	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	울림엔터테인먼트
2024-11-23	2024년	1	241	96696813	보금자리	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-11-23	2024년	1	242	86551068	Say Yes	로꼬 & 펀치 (Punch)	달의 연인 - 보보경심 려 OST Part 2 (SBS 월화드라마)	2016-08-29	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 냠냠엔터테인먼트
2024-11-23	2024년	1	243	16172816	너에게 쓰는 편지 (Feat. 린)	MC몽	180 Degree	2004-04-23	이전 발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-11-23	2024년	1	244	87479651	그리워하다	비투비	Brother Act.	2017-10-16	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-11-23	2024년	1	245	51613871	거짓말	BIGBANG (빅뱅)	2007' BigBang 1st Mini Album - Always (올웨이즈)	2007-08-16	이전 발매	랩/힙합	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-11-23	2024년	1	246	96587489	정이라고 하자 (Feat. 10CM)	BIG Naughty (서동현)	정이라고 하자	2022-04-20	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	H1GHR MUSIC RECORDS
2024-11-23	2024년	1	247	105791656	멈춰줘	헤이즈 (Heize)	눈물의 여왕 OST Part.3	2024-03-17	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
2024-11-23	2024년	1	248	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-11-23	2024년	1	249	43366439	Must Have Love	SG워너비 & 브라운아이드걸스	SG워너비 & 브라운아이드걸스 싱글	2006-11-09	이전 발매	R&B/소울	가요	(주)드림어스컴퍼니(국내)	내가네트워크
2024-11-23	2024년	1	250	103807036	Do or Die	임영웅	Do or Die	2023-10-09	이전 발매	일렉트로니카	가요	주식회사 카카오엔터테인먼트	물고기뮤직
2024-11-24	2024년	1	1	108107291	APT.	로제 (ROSÉ) & Bruno Mars	APT.	2024-10-18	2024년	락	가요	(주)와이지플러스	Atlantic Records, THEBLACKLABEL
2024-11-24	2024년	1	2	108434388	HOME SWEET HOME (Feat. 태양 & 대성)	G-DRAGON	HOME SWEET HOME	2024-11-22	2024년	팝	POP	주식회사 카카오엔터테인먼트	갤럭시코퍼레이션
2024-11-24	2024년	1	3	108110514	Whiplash	aespa	Whiplash - The 5th Mini Album	2024-10-21	2024년	전체	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	4	108221081	POWER	G-DRAGON	POWER	2024-10-31	2024년	랩/힙합	가요	주식회사 카카오엔터테인먼트	갤럭시코퍼레이션
2024-11-24	2024년	1	5	105757622	HAPPY	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	6	108014478	UP (KARINA Solo)	aespa	SYNK : PARALLEL LINE - Special Digital Single	2024-10-09	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	7	107855545	내 이름 맑음	QWER	2nd Mini Album 'Algorithm's Blossom'	2024-09-23	2024년	전체	가요	주식회사 카카오엔터테인먼트	타마고 프로덕션
2024-11-24	2024년	1	8	108040137	Mantra	제니 (JENNIE)	Mantra	2024-10-11	2024년	댄스	가요	주식회사 카카오엔터테인먼트	Columbia Records, a Division of Sony Music Entertainment, under exclusive license from OA ENTERTAINMENT, INC.
2024-11-24	2024년	1	9	108110746	나는 반딧불	황가람	나는 반딧불	2024-10-21	2024년	전체	가요	주식회사 카카오엔터테인먼트	JMG (더블엑스엔터테인먼트) , HNS HQ
2024-11-24	2024년	1	10	105757621	Welcome to the Show	DAY6 (데이식스)	Fourever	2024-03-18	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	11	89220627	한 페이지가 될 수 있게	DAY6 (데이식스)	The Book of Us : Gravity	2019-07-15	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	12	108005739	내게 사랑이 뭐냐고 물어본다면	로이킴	내게 사랑이 뭐냐고 물어본다면	2024-10-16	2024년	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	WAKEONE
2024-11-24	2024년	1	13	106536223	Supernova	aespa	Armageddon - The 1st Album	2024-05-27	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	14	105938136	고민중독	QWER	1st Mini Album 'MANITO'	2024-04-01	2024년	락	가요	주식회사 카카오엔터테인먼트	타마고 프로덕션
2024-11-24	2024년	1	15	104055957	소나기	이클립스 (ECLIPSE)	선재 업고 튀어 OST Part 1	2024-04-08	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-11-24	2024년	1	16	86931930	예뻤어	DAY6 (데이식스)	Every DAY6 February	2017-02-06	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	17	105563654	천상연	이창섭	천상연 (웹툰 '선녀외전' X 이창섭 (LEE CHANGSUB))	2024-02-21	2024년	발라드	가요	(주)와이지플러스	TOON STUDIO
2024-11-24	2024년	1	18	105260468	나는 아픈 건 딱 질색이니까	(여자)아이들	2	2024-01-29	2024년	댄스	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-11-24	2024년	1	19	104919515	슬픈 초대장	순순희 (지환)	슬픈 초대장	2023-12-19	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	(주)제나두엔터테인먼트 & (주)끌림엔터테인먼트
2024-11-24	2024년	1	20	106668582	How Sweet	NewJeans	How Sweet	2024-05-24	2024년	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	21	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	이전 발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2024-11-24	2024년	1	22	104821618	에피소드	이무진	에피소드	2023-12-13	이전 발매	락	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-11-24	2024년	1	23	101514417	Drowning	WOODZ	OO-LI	2023-04-26	이전 발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-11-24	2024년	1	24	106955582	Small girl (Feat. 도경수 (D.O.))	이영지	16 Fantasy	2024-06-21	2024년	전체	가요	주식회사 카카오엔터테인먼트	메인스트림
2024-11-24	2024년	1	25	105262751	첫 만남은 계획대로 되지 않아	TWS (투어스)	TWS 1st Mini Album 'Sparkling Blue'	2024-01-22	2024년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-11-24	2024년	1	26	107143457	클락션 (Klaxon)	(여자)아이들	I SWAY	2024-07-08	2024년	댄스	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-11-24	2024년	1	27	104553679	비의 랩소디	임재현	비의 랩소디	2023-12-03	이전 발매	발라드	가요	(주)지니뮤직	새벽테잎, IK PRODUCTION
2024-11-24	2024년	1	28	105293063	Love wins all	아이유 (IU)	The Winning	2024-02-20	2024년	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2024-11-24	2024년	1	29	108442750	number one girl	로제 (ROSÉ)	number one girl	2024-11-22	2024년	발라드	가요	(주)와이지플러스	Atlantic Records, THEBLACKLABEL
2024-11-24	2024년	1	30	105872512	Magnetic	아일릿 (ILLIT)	SUPER REAL ME	2024-03-25	2024년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	빌리프랩
2024-11-24	2024년	1	31	107985564	청춘만화	이무진	만화 (滿花)	2024-10-07	2024년	전체	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-11-24	2024년	1	32	101407645	헤어지자 말해요	박재정	1집 Alone	2023-04-20	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	주식회사 로맨틱팩토리
2024-11-24	2024년	1	33	106297207	해야 (HEYA)	IVE (아이브)	IVE SWITCH	2024-04-29	2024년	팝	POP	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-11-24	2024년	1	34	106290214	SPOT! (Feat. JENNIE)	지코 (ZICO)	SPOT!	2024-04-26	2024년	랩/힙합	가요	(주)와이지플러스	KOZ 엔터테인먼트
2024-11-24	2024년	1	35	103024121	그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection))	너드커넥션 (Nerd Connection)	그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection))	2023-08-15	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-11-24	2024년	1	36	107632311	녹아내려요	DAY6 (데이식스)	Band Aid	2024-09-02	2024년	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	37	96424586	사건의 지평선	윤하 (YOUNHA)	YOUNHA 6th Album Repackage 'END THEORY : Final Edition'	2022-03-30	이전 발매	락	가요	주식회사 카카오엔터테인먼트	C9 ENTERTAINMENT
2024-11-24	2024년	1	38	106959865	Supernatural	NewJeans	Supernatural	2024-06-21	2024년	전체	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	39	93336453	다정히 내 이름을 부르면	경서예지 & 전건호	다정히 내 이름을 부르면	2021-05-19	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2024-11-24	2024년	1	40	82280761	너의 모든 순간	성시경	별에서 온 그대 OST Part.7 (SBS 수목드라마)	2014-02-12	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브)
2024-11-24	2024년	1	41	107475823	Supersonic	프로미스나인	Supersonic	2024-08-12	2024년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-11-24	2024년	1	42	108312242	너와의 모든 지금	재쓰비 (JAESSBEE)	너와의 모든 지금	2024-11-11	2024년	전체	가요	주식회사 카카오엔터테인먼트	MMTG 문명특급
2024-11-24	2024년	1	43	88686378	주저하는 연인들을 위해	잔나비	전설	2019-03-13	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2024-11-24	2024년	1	44	89327408	Cruel Summer	Taylor Swift	Lover	2019-08-23	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Taylor Swift
2024-11-24	2024년	1	45	101268096	I AM	IVE (아이브)	I've IVE	2023-04-10	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-11-24	2024년	1	46	98304971	I Don't Think That I Like Her	Charlie Puth	CHARLIE	2022-10-07	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-11-24	2024년	1	47	106536224	Armageddon	aespa	Armageddon - The 1st Album	2024-05-27	2024년	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	48	100522029	심 (心)	DK (디셈버)	심 (心)	2023-02-19	이전 발매	락	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2024-11-24	2024년	1	49	96042335	사랑인가 봐	멜로망스 (MeloMance)	사랑인가 봐 (사내맞선 OST 스페셜 트랙)	2022-02-18	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	플렉스엠
2024-11-24	2024년	1	50	105980797	청혼하지 않을 이유를 못 찾았어	이무진	청혼하지 않을 이유를 못 찾았어	2024-04-02	2024년	발라드	가요	주식회사 카카오엔터테인먼트	BIGPLANETMADE
2024-11-24	2024년	1	51	105464107	밤양갱	비비 (BIBI)	밤양갱	2024-02-13	2024년	R&B/소울	가요	주식회사 카카오엔터테인먼트	FeelGhoodMusic
2024-11-24	2024년	1	52	108372202	Letter To Myself	태연 (TAEYEON)	Letter To Myself - The 6th Mini Album	2024-11-18	2024년	락	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	53	104534602	To. X	태연 (TAEYEON)	To. X - The 5th Mini Album	2023-11-27	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	54	99570005	Ditto	NewJeans	NewJeans 'OMG'	2023-01-02	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	55	97582507	Hype Boy	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	56	95443285	인사	범진	인사	2021-12-24	이전 발매	인디	가요	(주)미러볼뮤직	JMG (더블엑스엔터테인먼트)
2024-11-24	2024년	1	57	84964153	Congratulations	DAY6 (데이식스)	The Day	2015-09-07	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트, Studio J
2024-11-24	2024년	1	58	105872348	미안해 미워해 사랑해	Crush	눈물의 여왕 OST Part.4	2024-03-24	2024년	드라마	OST	주식회사 벅스(BUGS Corporation)	소리날리, 스튜디오드래곤
2024-11-24	2024년	1	59	108064196	Igloo	KISS OF LIFE	Lose Yourself	2024-10-15	2024년	발라드	가요	주식회사 카카오엔터테인먼트	S2 ENTERTAINMENT INC.,
2024-11-24	2024년	1	60	102531243	잘 지내자, 우리 (여름날 우리 X 로이킴)	로이킴	잘 지내자, 우리 (여름날 우리 X 로이킴)	2023-07-06	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2024-11-24	2024년	1	61	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	이전 발매	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2024-11-24	2024년	1	62	85902364	Dangerously	Charlie Puth	Nine Track Mind (Deluxe Edition)	2016-11-11	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Artist Partner
2024-11-24	2024년	1	63	107041750	Sticky	KISS OF LIFE	Sticky	2024-07-01	2024년	댄스	가요	주식회사 카카오엔터테인먼트	S2 ENTERTAINMENT INC.,
2024-11-24	2024년	1	64	102605425	사막에서 꽃을 피우듯	우디 (Woody)	사막에서 꽃을 피우듯	2023-07-14	이전 발매	발라드	가요	(주)지니뮤직	메이저나인
2024-11-24	2024년	1	65	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	이전 발매	드라마	OST	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	66	98636488	When I Get Old	Christopher & 청하	When I Get Old	2022-10-20	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2024-11-24	2024년	1	67	98026161	숲	최유리	유영	2022-08-24	이전 발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2024-11-24	2024년	1	68	94535712	사랑은 늘 도망가	임영웅	신사와 아가씨 OST Part.2	2021-10-11	이전 발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2024-11-24	2024년	1	69	101529417	물론	허각	물론	2023-04-28	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	니즈뮤직
2024-11-24	2024년	1	70	96482850	봄여름가을겨울 (Still Life)	BIGBANG (빅뱅)	봄여름가을겨울 (Still Life)	2022-04-05	이전 발매	락	가요	(주)와이지플러스	YG Entertainment
2024-11-24	2024년	1	71	93717294	Stay	The Kid LAROI & Justin Bieber	Stay	2021-07-09	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2024-11-24	2024년	1	72	106298297	Bubble Gum	NewJeans	How Sweet	2024-05-24	2024년	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	73	103151984	Love Lee	AKMU (악뮤)	Love Lee	2023-08-21	이전 발매	댄스	가요	(주)와이지플러스	YG Entertainment
2024-11-24	2024년	1	74	107830496	네모네모	YENA (최예나)	네모네모	2024-09-30	2024년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	위에화엔터테인먼트코리아
2024-11-24	2024년	1	75	102724316	ETA	NewJeans	NewJeans 2nd EP 'Get Up'	2023-07-21	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	76	16183743	참 다행이야	Spapa	Rebegining Story 2004	2004-12-08	이전 발매	전체	가요	마운드미디어 주식회사	예전미디어
2024-11-24	2024년	1	77	104277953	Drama	aespa	Drama - The 4th Mini Album	2023-11-10	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	78	103151985	후라이의 꿈	AKMU (악뮤)	Love Lee	2023-08-21	이전 발매	댄스	가요	(주)와이지플러스	YG Entertainment
2024-11-24	2024년	1	79	90194898	Love me or Leave me	DAY6 (데이식스)	The Book of Us : The Demon	2020-05-11	이전 발매	락	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	80	100080644	그대가 내 안에 박혔다 (그내박)	순순희 (기태)	그대가 내 안에 박혔다 (그내박)	2023-01-23	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	비에스(BS), (주)제나두엔터테인먼트
2024-11-24	2024년	1	81	108109480	Cherish (My Love)	아일릿 (ILLIT)	I'LL LIKE YOU	2024-10-21	2024년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	빌리프랩
2024-11-24	2024년	1	82	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-11-24	2024년	1	83	95376934	취중고백	김민석	취중고백	2021-12-19	이전 발매	발라드	가요	(주)비타민엔터테인먼트(국내)	프로젝트 리본
2024-11-24	2024년	1	84	101122641	사랑하지 않아서 그랬어	임한별	사랑하지 않아서 그랬어	2023-04-02	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	플렉스엠
2024-11-24	2024년	1	85	106893230	오래된 노래	허각 & 임한별 & 이무진 & 이진성 & 김희재 & #안녕	오래된 노래	2024-06-16	2024년	전체	OST	주식회사 벅스(BUGS Corporation)	(주)도너츠컬처
2024-11-24	2024년	1	86	101686193	퀸카 (Queencard)	(여자)아이들	I feel	2023-05-15	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	큐브 엔터테인먼트
2024-11-24	2024년	1	87	108218789	DRIP	BABYMONSTER	DRIP	2024-11-01	2024년	댄스	가요	(주)와이지플러스	YG Entertainment
2024-11-24	2024년	1	88	102563175	Super Shy	NewJeans	NewJeans 2nd EP 'Get Up'	2023-07-21	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	89	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	이전 발매	팝	POP	(주)유니버설뮤직(해외)	RBMG, Def Jam
2024-11-24	2024년	1	90	87872613	어른	Sondia	나의 아저씨 OST Part. 2 (tvN 수목드라마)	2018-03-29	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2024-11-24	2024년	1	91	93300145	신호등	이무진	신호등	2021-05-14	이전 발매	락	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2024-11-24	2024년	1	92	97976355	After LIKE	IVE (아이브)	After LIKE	2022-08-22	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-11-24	2024년	1	93	97582506	Attention	NewJeans	NewJeans 1st EP 'New Jeans'	2022-08-01	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	94	106350513	그랬나봐	유회승 (엔플라잉)	선재 업고 튀어 OST Part 6	2024-05-06	2024년	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	BON FACTORY, Stone Music Entertainment
2024-11-24	2024년	1	95	96480048	LOVE DIVE	IVE (아이브)	LOVE DIVE	2022-04-05	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-11-24	2024년	1	96	94124212	가까운 듯 먼 그대여	카더가든	가까운 듯 먼 그대여	2021-08-26	이전 발매	발라드	가요	주식회사 벅스(BUGS Corporation)	니즈뮤직
2024-11-24	2024년	1	97	96550868	The Drum	Alan Walker	Walkerverse, Pt. I	2022-06-17	이전 발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	MER Recordings
2024-11-24	2024년	1	98	99635005	건물 사이에 피어난 장미	H1-KEY (하이키)	H1-KEY 1st Mini Album (Rose Blossom)	2023-01-05	이전 발매	전체	가요	소니뮤직엔터테인먼트코리아(주)(국내)	GLG
2024-11-24	2024년	1	99	101593941	Spicy	aespa	MY WORLD - The 3rd Mini Album	2023-05-08	이전 발매	R&B/소울	가요	주식회사 카카오엔터테인먼트	SM ENTERTAINMENT
2024-11-24	2024년	1	100	96951358	해요 (2022)	#안녕	해요 (2022)	2022-06-07	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	Beyond Music
2024-11-24	2024년	1	101	108404938	그걸 사랑이라고 말하지마	다비치	Stitch	2024-11-20	2024년	발라드	가요	주식회사 카카오엔터테인먼트	씨에이엠
2024-11-24	2024년	1	102	102664199	Seven (Feat. Latto) (Clean Ver.)	정국	Seven (Clean Ver.)	2023-07-14	이전 발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2024-11-24	2024년	1	103	96507978	That's Hilarious	Charlie Puth	CHARLIE	2022-10-07	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2024-11-24	2024년	1	104	107326502	플러팅	황인욱	플러팅	2024-07-26	2024년	전체	가요	주식회사 카카오엔터테인먼트	678 엔터테인먼트
2024-11-24	2024년	1	105	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2024-11-24	2024년	1	106	16108183	벌써 일년	브라운 아이즈	Brown Eyes	2001-06-01	이전 발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	갑엔터테인먼트
2024-11-24	2024년	1	107	101064898	Kitsch	IVE (아이브)	I've IVE	2023-04-10	이전 발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2024-11-24	2024년	1	108	82146674	All I Want for Christmas Is You	Mariah Carey	Merry Christmas (Deluxe Anniversary Edition)	2019-11-01	이전 발매	캐롤	그외장르	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia, Legacy
2024-11-24	2024년	1	109	85979370	다시 사랑한다면 (니글니글 버터플라이)	김필	복면가왕 47회	2016-02-21	이전 발매	전체	가요	(주)더블유피어	MBC (문화방송)
2024-11-24	2024년	1	110	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전 발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2024-11-24	2024년	1	111	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	이전 발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2024-11-24	2024년	1	112	103952831	Discord	QWER	1st Single Album 'Harmony from Discord'	2023-10-18	이전 발매	락	가요	주식회사 카카오엔터테인먼트	타마고 프로덕션
2024-11-24	2024년	1	113	106992402	내가 S면 넌 나의 N이 되어줘	TWS (투어스)	TWS 2nd Mini Album ‘SUMMER BEAT!’	2024-06-24	2024년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-11-24	2024년	1	114	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2024-11-24	2024년	1	115	100345896	파이팅 해야지 (Feat. 이영지)	부석순 (SEVENTEEN)	부석순 1st Single Album 'SECOND WIND'	2023-02-06	이전 발매	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2024-11-24	2024년	1	116	107502321	별별별 (See that?)	NMIXX	Fe3O4 : STICK OUT	2024-08-19	2024년	댄스	가요	(주)드림어스컴퍼니(국내)	(주)JYP엔터테인먼트
2024-11-24	2024년	1	117	96549502	우리들의 블루스	임영웅	IM HERO	2022-05-02	이전 발매	발라드	가요	(주)드림어스컴퍼니(국내)	물고기뮤직
2024-11-24	2024년	1	118	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	이전 발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2024-11-24	2024년	1	119	86868163	Shape Of You	Ed Sheeran	÷ (Deluxe)	2017-03-03	이전 발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2024-11-24	2024년	1	120	99792734	OMG	NewJeans	NewJeans 'OMG'	2023-01-02	이전 발매	댄스	가요	(주)와이지플러스	ADOR
2024-11-24	2024년	1	121	105954932	SHEESH	BABYMONSTER	BABYMONS7ER	2024-04-01	2024년	랩/힙합	가요	(주)와이지플러스	YG Entertainment
2024-11-24	2024년	1	122	93340450	Every Second	Mina Okabe	Every Second	2021-05-21	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Universal Music (Denmark) A/S
2024-11-24	2024년	1	123	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2024-11-24	2024년	1	124	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전 발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2024-11-24	2024년	1	125	89374289	Memories	Maroon 5	Memories	2019-09-20	이전 발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2024-11-24	2024년	1	126	97313940	그라데이션	10CM	5.3	2022-07-03	이전 발매	인디	가요	주식회사 카카오엔터테인먼트	매직스트로베리사운드
