날짜	년도	곡수	순위	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2022-01-01	2022년	1	1	95514755	겨울잠	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	2	94932434	회전목마 (Feat. Zion.T & 원슈타인) (Prod. by Slom)	sokodomo	쇼미더머니 10 Episode 2	2021-11-13	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	3	95299676	Counting Stars (Feat. Beenzino)	BE'O (비오)	Counting Stars	2021-12-12	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	페임어스 엔터테인먼트
2022-01-01	2022년	1	4	95038278	리무진 (Feat. MINO) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Episode 3	2021-11-20	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	5	95514753	드라마	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	6	95188110	ELEVEN	IVE (아이브)	ELEVEN	2021-12-01	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2022-01-01	2022년	1	7	95038275	만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. by TOIL)	베이식 (Basick)	쇼미더머니 10 Episode 3	2021-11-20	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	8	94535712	사랑은 늘 도망가	임영웅	신사와 아가씨 OST Part.2	2021-10-11	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-01-01	2022년	1	9	95376934	취중고백	김민석 (멜로망스)	취중고백	2021-12-19	이전발매	발라드	가요	(주)비타민엔터테인먼트(국내)	프로젝트 리본
2022-01-01	2022년	1	10	95514754	정거장	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	11	93300145	신호등	이무진	신호등	2021-05-14	이전발매	락	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2022-01-01	2022년	1	12	93336453	다정히 내 이름을 부르면	경서예지 & 전건호	다정히 내 이름을 부르면	2021-05-19	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	에버그로우
2022-01-01	2022년	1	13	94653222	strawberry moon	아이유 (IU)	strawberry moon	2021-10-19	이전발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	14	95129022	불협화음 (Feat. AKMU) (Prod. by GRAY)	Mudd the student	쇼미더머니 10 Semi Final	2021-11-27	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	15	93154148	문득	BE'O (비오)	Bipolar	2021-05-02	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	페임어스 엔터테인먼트
2022-01-01	2022년	1	16	93717294	Stay	The Kid LAROI & Justin Bieber	Stay	2021-07-09	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2022-01-01	2022년	1	17	95214287	눈이 오잖아 (Feat. 헤이즈)	이무진	눈이 오잖아	2021-12-03	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	쇼플레이엔터테인먼트
2022-01-01	2022년	1	18	94844692	쉬어 (Feat. MINO) (Prod. by GRAY)	아넌딜라이트 (Anandelight) & Unofficialboyy & BE'O (비오) & 지구인 & Mudd The Student	쇼미더머니 10 Episode 1	2021-11-06	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	19	95514756	너	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	20	95514757	러브레터	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	21	95211813	매일 크리스마스 (Everyday Christmas)	다비치	매일 크리스마스 (Everyday Christmas)	2021-12-06	이전발매	댄스	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2022-01-01	2022년	1	22	94500050	Savage	aespa	Savage - The 1st Mini Album	2021-10-05	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	23	93330349	Next Level	aespa	Next Level	2021-05-17	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	24	95298609	흰눈	먼데이 키즈 (Monday Kiz)	흰눈	2021-12-12	이전발매	발라드	가요	(주)비타민엔터테인먼트(국내)	프로젝트 리본
2022-01-01	2022년	1	25	90413574	OHAYO MY NIGHT	디핵 (D-Hack) & PATEKO	OHAYO MY NIGHT	2020-06-20	이전발매	랩/힙합	가요	(주)와이지플러스	NEOKIDZ
2022-01-01	2022년	1	26	94844691	Wake Up (Prod. by 코드 쿤스트)	개코 & 아우릴고트 (OUREALGOAT) & SINCE & 안병웅 & Tabber & 조광일	쇼미더머니 10 Episode 1	2021-11-06	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	27	94314085	너를 생각해	주시크 (Joosiq)	너를 생각해	2021-09-22	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	주식회사 레시피뮤직
2022-01-01	2022년	1	28	93619160	바라만 본다	MSG워너비 (M.O.M)	MSG워너비 1집	2021-06-26	이전발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	유야호
2022-01-01	2022년	1	29	93851056	낙하 (With 아이유)	AKMU (악뮤)	NEXT EPISODE	2021-07-26	이전발매	락	가요	(주)와이지플러스	YG Entertainment
2022-01-01	2022년	1	30	82280761	너의 모든 순간	성시경	별에서 온 그대 OST Part.7 (SBS 수목드라마)	2014-02-12	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브)
2022-01-01	2022년	1	31	82958323	Hey Mama (Feat. Nicki Minaj & Bebe Rexha & Afrojack)	David Guetta	Listen (Deluxe)	2014-11-24	이전발매	일렉트로니카	POP	워너뮤직코리아(주)(팔로폰)	Parlophone France
2022-01-01	2022년	1	32	94395717	My Universe	Coldplay & 방탄소년단	My Universe	2021-09-24	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2022-01-01	2022년	1	33	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	34	95219611	네가 없는 밤 (Feat. ASH ISLAND) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Final	2021-12-04	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	35	93616612	Bad Habits	Ed Sheeran	=	2021-10-29	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2022-01-01	2022년	1	36	93352112	Butter	방탄소년단	Butter	2021-05-21	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-01-01	2022년	1	37	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	38	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2022-01-01	2022년	1	39	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	이전발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2022-01-01	2022년	1	40	93721048	Permission to Dance	방탄소년단	Butter / Permission to Dance	2021-07-09	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-01-01	2022년	1	41	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-01-01	2022년	1	42	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2022-01-01	2022년	1	43	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	44	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2022-01-01	2022년	1	45	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	이전발매	드라마	OST	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	46	95388297	Still I Love You	토요태	Still I Love You	2021-12-18	이전발매	R&B/소울	가요	(주)드림어스컴퍼니(국내)	MBC (문화방송)
2022-01-01	2022년	1	47	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2022-01-01	2022년	1	48	82146674	All I Want for Christmas Is You	Mariah Carey	Merry Christmas (Deluxe Anniversary Edition)	2019-11-01	이전발매	캐롤	그외장르	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia, Legacy
2022-01-01	2022년	1	49	92797995	Tiny Riot	Sam Ryder	The Sun's Gonna Rise	2021-09-24	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2022-01-01	2022년	1	50	94160806	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	케이윌 (K.Will)	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	2021-08-31	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-01-01	2022년	1	51	93304399	비와 당신	이무진	슬기로운 의사생활 시즌2 OST Part 1 (tvN 목요드라마)	2021-06-18	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-01-01	2022년	1	52	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	이전발매	드라마	OST	주식회사 카카오엔터테인먼트	더그루브엔터테인먼트 (더그루브컴퍼니)
2022-01-01	2022년	1	53	89617967	이루리	우주소녀	As You Wish	2019-11-19	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	스타쉽 엔터테인먼트
2022-01-01	2022년	1	54	92682943	Peaches (Feat. Daniel Caesar & Giveon)	Justin Bieber	Justice	2021-03-19	이전발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2022-01-01	2022년	1	55	86992414	롤린 (Rollin')	브레이브걸스 (Brave girls)	Rollin'	2017-03-07	이전발매	댄스	가요	(주)음악형제들	브레이브엔터테인먼트 (BRAVE ENTERTAINMENT)
2022-01-01	2022년	1	56	93384459	다시 사랑한다면 (김필 Ver.)	임영웅	사랑의 콜센타 PART56	2021-05-25	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-01-01	2022년	1	57	91839600	밝게 빛나는 별이 되어 비춰줄게	송이한	밝게 빛나는 별이 되어 비춰줄게	2020-12-29	이전발매	인디	가요	주식회사 카카오엔터테인먼트	㈜뮤직디자인
2022-01-01	2022년	1	58	95514666	죽을 만큼 아파서 (Feat. JAMIE (제이미))	MC몽	20th Anniversary Edition 'Dark Hole'	2021-12-30	이전발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	(주)밀리언마켓
2022-01-01	2022년	1	59	95129026	MBTI (Feat. 쿠기 & 로꼬) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Semi Final	2021-11-27	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	60	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2022-01-01	2022년	1	61	92673418	사이렌 Remix (Feat. UNEDUCATED KID & Paul Blanco)	호미들	사이렌 Remix	2021-03-20	이전발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	영앤리치 레코즈
2022-01-01	2022년	1	62	93763580	좋아좋아	조정석	슬기로운 의사생활 시즌2 OST Part 5 (tvN 목요드라마)	2021-07-16	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-01-01	2022년	1	63	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-01-01	2022년	1	64	95514485	To Life	박재범	To Life	2022-01-01	2022년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	AOMG
2022-01-01	2022년	1	65	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	이전발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2022-01-01	2022년	1	66	87538989	Snowman	Sia	Everyday Is Christmas (Snowman Deluxe Edition)	2022-12-30	2022년	팝	POP	워너뮤직코리아(주)(해외)	Monkey Puzzle, Atlantic
2022-01-01	2022년	1	67	82975165	Santa Tell Me	Ariana Grande	Santa Tell Me	2014-11-25	이전발매	캐롤	그외장르	(주)유니버설뮤직(해외)	
2022-01-01	2022년	1	68	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2022-01-01	2022년	1	69	95422584	Dreams Come True	aespa	Dreams Come True - SM STATION	2021-12-20	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	70	95124511	그게 더 편할 것 같아 (N번째 연애 X 멜로망스)	멜로망스 (MeloMance)	그게 더 편할 것 같아 (N번째 연애 X 멜로망스)	2021-11-26	이전발매	전체	OST	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-01-01	2022년	1	71	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2022-01-01	2022년	1	72	92156075	추억은 만남보다 이별에 남아	정동하	추억은 만남보다 이별에 남아	2021-01-31	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뮤직원 컴퍼니
2022-01-01	2022년	1	73	89671631	METEOR	창모 (CHANGMO)	Boyhood	2019-11-29	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2022-01-01	2022년	1	74	93873862	비가 오는 날엔 (2021)	헤이즈 (Heize)	비가 오는 날엔 (2021)	2021-08-04	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통대행)	PLAYLIST
2022-01-01	2022년	1	75	93269771	Dun Dun Dance	오마이걸 (OH MY GIRL)	Dear OHMYGIRL	2021-05-10	이전발매	전체	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2022-01-01	2022년	1	76	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2022-01-01	2022년	1	77	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-01-01	2022년	1	78	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	이전발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2022-01-01	2022년	1	79	90960439	Savage Love (Laxed - Siren Beat) (BTS Remix)	Jawsh 685 & Jason Derulo & 방탄소년단	Savage Love (Laxed - Siren Beat) (BTS Remix)	2020-10-02	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2022-01-01	2022년	1	80	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	81	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	이전발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	82	95129024	호우주의 (Feat. 개코 & 넉살 (Nucksal)) (Prod. by 코드 쿤스트)	조광일	쇼미더머니 10 Semi Final	2021-11-27	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	83	90545014	취기를 빌려 (취향저격 그녀 X 산들)	산들	취기를 빌려 (취향저격 그녀 X 산들)	2020-07-20	이전발매	인디	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-01-01	2022년	1	84	93599531	하루만 더	빅마마 (Big Mama)	하루만 더	2021-06-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-01-01	2022년	1	85	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2022-01-01	2022년	1	86	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2022-01-01	2022년	1	87	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	이전발매	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2022-01-01	2022년	1	88	94844690	너와 나의 Memories	염따 & TOIL & KOONTA (쿤타) & 베이식 (Basick) & 365LIT & 황지상 (HWANG JI SANG) & 송민영	쇼미더머니 10 Episode 1	2021-11-06	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	89	80897960	미리 메리 크리스마스 (Feat. 천둥 of MBLAQ)	아이유 (IU)	REAL	2010-12-09	이전발매	전체	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-01-01	2022년	1	90	95038277	깐부 (Feat. 염따 & ASH ISLAND) (Prod. by TOIL)	KOONTA (쿤타)	쇼미더머니 10 Episode 3	2021-11-20	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	91	81657574	크리스마스니까	성시경 & 박효신 & 이석훈 & 서인국 & VIXX (빅스)	Jelly Christmas 2012 HEART PROJECT	2012-12-06	이전발매	전체	가요	주식회사 카카오엔터테인먼트	젤리피쉬 엔터테인먼트
2022-01-01	2022년	1	92	95455299	Christmas Tree	V	그 해 우리는 OST Part.5	2021-12-24	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-01-01	2022년	1	93	88344888	12 : 45 (Stripped)	etham	12 : 45 (Stripped)	2018-10-26	이전발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2022-01-01	2022년	1	94	88773173	작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)	방탄소년단	MAP OF THE SOUL : PERSONA	2019-04-12	이전발매	랩/힙합	가요	(주)와이지플러스	BIGHIT MUSIC
2022-01-01	2022년	1	95	91423133	VVS (Feat. JUSTHIS) (Prod. by GroovyRoom)	미란이 (MIRANI) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM)	쇼미더머니 9 Episode 1	2020-11-21	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-01-01	2022년	1	96	94247500	가을 타나 봐	이무진	가을 타나 봐 (REVIBE Vol.4)	2021-09-14	이전발매	블루스/포크	가요	(주)지니뮤직(펀드)	메이저나인
2022-01-01	2022년	1	97	89558702	늦은 밤 너의 집 앞 골목길에서	노을	늦은 밤 너의 집 앞 골목길에서	2019-11-07	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	씨제스 엔터테인먼트 (C-JeS Entertainment)
2022-01-01	2022년	1	98	42658186	거리에서	성시경	The Ballads	2006-10-10	이전발매	전체	가요	아라유니버스	제로원인터랙티브
2022-01-01	2022년	1	99	82789242	묘해, 너와	어쿠스틱 콜라보	연애의 발견 OST Part 4 (KBS 월화드라마)	2014-09-02	이전발매	드라마	OST	주식회사 카카오엔터테인먼트	Mog Communications (모그커뮤니케이션즈)
2022-01-01	2022년	1	100	91551008	그날에 나는 맘이 편했을까	이예준	그날에 나는 맘이 편했을까	2020-12-03	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뮤니콘
2022-01-01	2022년	1	101	95423895	이별후회	김나영	그 해 우리는 OST Part.4	2021-12-21	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-01-01	2022년	1	102	92427194	멜로디	ASH ISLAND	멜로디	2021-02-25	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	앰비션뮤직
2022-01-01	2022년	1	103	93690649	그대라는 사치	임영웅	사랑의 콜센타 PART62	2021-07-06	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-01-01	2022년	1	104	93905019	DUMB DUMB	전소미	DUMB DUMB	2021-08-02	이전발매	댄스	가요	(주)와이지플러스	THEBLACKLABEL
2022-01-01	2022년	1	105	92558379	별빛 같은 나의 사랑아	임영웅	별빛 같은 나의 사랑아	2021-03-09	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	티조컬처앤컨텐츠, 뉴에라프로젝트, 물고기뮤직
2022-01-01	2022년	1	106	94020692	Queendom	Red Velvet (레드벨벳)	Queendom - The 6th Mini Album	2021-08-16	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-01-01	2022년	1	107	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	이전발매	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2022-01-01	2022년	1	108	94722574	나비효과	볼빨간사춘기	Butterfly Effect	2021-10-26	이전발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2022-01-01	2022년	1	109	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2022-01-01	2022년	1	110	89671512	너의 번호를 누르고 (Prod. by 영화처럼)	#안녕	너의 번호를 누르고	2019-11-30	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	니즈먼트
2022-01-01	2022년	1	111	93569588	비 오는 날 듣기 좋은 노래 (Feat. Colde)	에픽하이 (EPIK HIGH)	비 오는 날 듣기 좋은 노래	2021-06-29	이전발매	랩/힙합	가요	(주)지니뮤직	(주)아워즈
2022-01-01	2022년	1	112	95464003	안녕 우린 헤어져야만 해	전상근 & 신예영	안녕 우린 헤어져야만 해	2021-12-26	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2022-01-01	2022년	1	113	93585881	잊었니	임영웅	사랑의 콜센타 PART60	2021-06-22	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-01-01	2022년	1	114	95525722	그대 손 놓아요	이선희	옷소매 붉은 끝동 OST Part.8	2022-01-01	2022년	드라마	OST	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-01-01	2022년	1	115	93587781	가을 우체국 앞에서	김대명	슬기로운 의사생활 시즌2 OST Part 2 (tvN 목요드라마)	2021-06-25	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-01-01	2022년	1	116	89374289	Memories	Maroon 5	Memories	2019-09-20	이전발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2022-01-01	2022년	1	117	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전발매	드라마	OST	(주)드림어스컴퍼니(국내)	냠냠엔터테인먼트
2022-01-01	2022년	1	118	90250302	사랑하게 될 줄 알았어	전미도	슬기로운 의사생활 OST Part 11 (tvN 목요드라마)	2020-05-22	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-01-01	2022년	1	119	93154147	Brand (Feat. 래원 (Layone))	BE'O (비오)	Bipolar	2021-05-02	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	페임어스 엔터테인먼트
2022-01-01	2022년	1	120	91134598	잠이 오질 않네요	장범준	잠이 오질 않네요	2020-10-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	㈜버스커버스커
2022-01-01	2022년	1	121	95300168	우리가 헤어져야 했던 이유	비비 (BIBI)	그 해 우리는 OST Part.2	2021-12-13	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-01-01	2022년	1	122	93636377	끝사랑	임영웅	사랑의 콜센타 PART61	2021-06-29	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-01-01	2022년	1	123	88336380	너를 만나	폴킴	너를 만나	2018-10-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2022-01-01	2022년	1	124	94618253	나의 첫사랑	다비치	나의 첫사랑	2021-10-18	이전발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2022-01-01	2022년	1	125	92749708	어푸 (Ah puh)	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-01-01	2022년	1	126	90106691	사실 나는 (Feat. 전건호)	경서예지	사실 나는	2020-04-12	이전발매	인디	가요	주식회사 카카오엔터테인먼트	먼데이키즈 컴퍼니, 에버그로우
2022-01-01	2022년	1	127	92517481	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	양요섭 & 정은지	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	2021-03-05	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2022-01-01	2022년	1	128	95256356	서랍	10CM	그 해 우리는 OST Part.1	2021-12-07	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-01-01	2022년	1	129	90947953	Lovesick Girls	BLACKPINK	THE ALBUM	2020-10-02	이전발매	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
