날짜	년도	곡수	순위	곡 코드	음원명	아티스트명	앨범명	발매일	발매년도	장르_세부	장르	유통사명	기획사명
2022-02-04	2022년	1	26	95300168	우리가 헤어져야 했던 이유	비비 (BIBI)	그 해 우리는 OST Part.2	2021-12-13	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-02-04	2022년	1	27	95514753	드라마	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	28	93616612	Bad Habits	Ed Sheeran	=	2021-10-29	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2022-02-04	2022년	1	29	93619160	바라만 본다	MSG워너비 (M.O.M)	MSG워너비 1집	2021-06-26	이전발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통대행)	유야호
2022-02-04	2022년	1	30	94314085	너를 생각해	주시크 (Joosiq)	너를 생각해	2021-09-22	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	주식회사 레시피뮤직
2022-02-04	2022년	1	31	82280761	너의 모든 순간	성시경	별에서 온 그대 OST Part.7 (SBS 수목드라마)	2014-02-12	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	㈜SBS콘텐츠허브 (㈜에스비에스콘텐츠허브)
2022-02-04	2022년	1	32	92125854	Celebrity	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	33	94844692	쉬어 (Feat. MINO) (Prod. by GRAY)	아넌딜라이트 (Anandelight) & Unofficialboyy & BE'O (비오) & 지구인 & Mudd The Student	쇼미더머니 10 Episode 1	2021-11-06	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	34	93700014	Weekend	태연 (TAEYEON)	Weekend	2021-07-06	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-02-04	2022년	1	35	93851056	낙하 (With 아이유)	AKMU (악뮤)	NEXT EPISODE	2021-07-26	이전발매	락	가요	(주)와이지플러스	YG Entertainment
2022-02-04	2022년	1	36	95916973	너 아니면 안돼	먼데이 키즈 (Monday Kiz)	너 아니면 안돼	2022-02-03	2022년	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2022-02-04	2022년	1	37	92797995	Tiny Riot	Sam Ryder	The Sun's Gonna Rise	2021-09-24	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2022-02-04	2022년	1	38	94395717	My Universe	Coldplay & 방탄소년단	My Universe	2021-09-24	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone UK
2022-02-04	2022년	1	39	94844691	Wake Up (Prod. by 코드 쿤스트)	개코 & 아우릴고트 (OUREALGOAT) & SINCE & 안병웅 & Tabber & 조광일	쇼미더머니 10 Episode 1	2021-11-06	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	40	95129022	불협화음 (Feat. AKMU) (Prod. by GRAY)	Mudd the student	쇼미더머니 10 Semi Final	2021-11-27	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	41	93352112	Butter	방탄소년단	Butter	2021-05-21	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-02-04	2022년	1	42	82958323	Hey Mama (Feat. Nicki Minaj & Bebe Rexha & Afrojack)	David Guetta	Listen (Deluxe)	2014-11-24	이전발매	일렉트로니카	POP	워너뮤직코리아(주)(팔로폰)	Parlophone France
2022-02-04	2022년	1	43	90705547	Dynamite	방탄소년단	Dynamite (DayTime Ver.)	2020-08-21	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-02-04	2022년	1	44	92749701	라일락	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	45	95455299	Christmas Tree	V	그 해 우리는 OST Part.5	2021-12-24	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-02-04	2022년	1	46	95124511	그게 더 편할 것 같아 (N번째 연애 X 멜로망스)	멜로망스 (MeloMance)	그게 더 편할 것 같아 (N번째 연애 X 멜로망스)	2021-11-26	이전발매	전체	OST	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-02-04	2022년	1	47	91361957	밤하늘의 별을 (2020)	경서	밤하늘의 별을 (2020)	2020-11-14	이전발매	인디	가요	주식회사 카카오엔터테인먼트	꿈의 엔진
2022-02-04	2022년	1	48	94133414	고백	멜로망스 (MeloMance)	세 번째 '고백'	2021-08-29	이전발매	인디	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, 민트페이퍼, 광합성
2022-02-04	2022년	1	49	87840106	모든 날, 모든 순간 (Every day, Every Moment)	폴킴	'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마)	2018-03-20	이전발매	드라마	OST	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-02-04	2022년	1	50	94321284	찰나가 영원이 될 때 (The Eternal Moment)	마크툽 (Maktub)	Red Moon : Beyond The Light	2021-09-19	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2022-02-04	2022년	1	51	93335952	헤픈 우연	헤이즈 (Heize)	HAPPEN	2021-05-20	이전발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통대행)	피네이션
2022-02-04	2022년	1	52	90077755	이제 나만 믿어요	임영웅	내일은 미스터트롯 우승자 특전곡	2020-04-03	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN
2022-02-04	2022년	1	53	93721048	Permission to Dance	방탄소년단	Butter / Permission to Dance	2021-07-09	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-02-04	2022년	1	54	81018403	내 손을 잡아	아이유 (IU)	최고의 사랑 OST Part.4 (MBC 수목드라마)	2011-05-25	이전발매	드라마	OST	주식회사 카카오엔터테인먼트	더그루브엔터테인먼트 (더그루브컴퍼니)
2022-02-04	2022년	1	55	95219611	네가 없는 밤 (Feat. ASH ISLAND) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Final	2021-12-04	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	56	95423895	이별후회	김나영	그 해 우리는 OST Part.4	2021-12-21	이전발매	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-02-04	2022년	1	57	94160806	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	케이윌 (K.Will)	시간을 거슬러 (낮에 뜨는 달 X 케이윌)	2021-08-31	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-02-04	2022년	1	58	89058209	오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)	마크툽 (Maktub)	Red Moon : To You My Light	2019-06-09	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	(주)MAKTUB Company
2022-02-04	2022년	1	59	92673418	사이렌 Remix (Feat. UNEDUCATED KID & Paul Blanco)	호미들	사이렌 Remix	2021-03-20	이전발매	랩/힙합	가요	주식회사 카카오엔터테인먼트	영앤리치 레코즈
2022-02-04	2022년	1	60	91839600	밝게 빛나는 별이 되어 비춰줄게	송이한	밝게 빛나는 별이 되어 비춰줄게	2020-12-29	이전발매	인디	가요	주식회사 카카오엔터테인먼트	㈜뮤직디자인
2022-02-04	2022년	1	61	89613039	Blueming	아이유 (IU)	Love poem	2019-11-18	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-02-04	2022년	1	62	92682935	Off My Face	Justin Bieber	Justice	2021-03-19	이전발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2022-02-04	2022년	1	63	93384459	다시 사랑한다면 (김필 Ver.)	임영웅	사랑의 콜센타 PART56	2021-05-25	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-02-04	2022년	1	64	86992414	롤린 (Rollin')	브레이브걸스 (Brave girls)	Rollin'	2017-03-07	이전발매	댄스	가요	(주)삼쩜일사	브레이브엔터테인먼트 (BRAVE ENTERTAINMENT)
2022-02-04	2022년	1	65	89382909	어떻게 이별까지 사랑하겠어, 널 사랑하는 거지	AKMU (악뮤)	항해	2019-09-25	이전발매	락	가요	(주)와이지플러스	(주)YG엔터테인먼트
2022-02-04	2022년	1	66	87928158	2002	Anne-Marie	Speak Your Mind (Deluxe)	2018-04-27	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2022-02-04	2022년	1	67	93304399	비와 당신	이무진	슬기로운 의사생활 시즌2 OST Part 1 (tvN 목요드라마)	2021-06-18	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-02-04	2022년	1	68	92156075	추억은 만남보다 이별에 남아	정동하	추억은 만남보다 이별에 남아	2021-01-31	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뮤직원 컴퍼니
2022-02-04	2022년	1	69	90544866	At My Worst	Pink Sweat$	The Prelude	2020-07-17	이전발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Atlantic Records
2022-02-04	2022년	1	70	92682943	Peaches (Feat. Daniel Caesar & Giveon)	Justin Bieber	Justice	2021-03-19	이전발매	팝	POP	(주)유니버설뮤직(해외)	Def Jam Recordings, a division of UMG Recordings, Inc
2022-02-04	2022년	1	71	95610786	여름비	샘김 (Sam Kim)	그 해 우리는 OST Part.8	2022-01-10	2022년	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-02-04	2022년	1	72	89320910	흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야	장범준	멜로가 체질 OST Part 3 (JTBC 금토 드라마)	2019-08-23	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 삼화네트웍스
2022-02-04	2022년	1	73	95813578	Because	ASH ISLAND	Because	2022-01-25	2022년	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2022-02-04	2022년	1	74	89671631	METEOR	창모 (CHANGMO)	Boyhood	2019-11-29	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	Ambition Musik
2022-02-04	2022년	1	75	16169546	Timeless	SG워너비	Wanna Be＋	2004-01-19	이전발매	R&B/소울	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	76	81461935	오래된 노래	Standing Egg (스탠딩 에그)	오래된 노래	2012-09-04	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	본(born)
2022-02-04	2022년	1	77	90178428	에잇 (Prod. & Feat. SUGA of BTS)	아이유 (IU)	에잇	2020-05-06	이전발매	락	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	78	93269771	Dun Dun Dance	오마이걸 (OH MY GIRL)	Dear OHMYGIRL	2021-05-10	이전발매	전체	가요	소니뮤직엔터테인먼트코리아(주)(국내)	WM Entertainment
2022-02-04	2022년	1	79	95566562	언덕나무	이승윤	그 해 우리는 OST Part.7	2022-01-04	2022년	드라마	OST	주식회사 벅스(BUGS Corporation)	모스트콘텐츠
2022-02-04	2022년	1	80	88344888	12 : 45 (Stripped)	etham	12 : 45 (Stripped)	2018-10-26	이전발매	팝	POP	(주)유니버설뮤직(해외)	Closer Recordings Limited
2022-02-04	2022년	1	81	93763580	좋아좋아	조정석	슬기로운 의사생활 시즌2 OST Part 5 (tvN 목요드라마)	2021-07-16	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-02-04	2022년	1	82	93873862	비가 오는 날엔 (2021)	헤이즈 (Heize)	비가 오는 날엔 (2021)	2021-08-04	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통대행)	PLAYLIST
2022-02-04	2022년	1	83	91551008	그날에 나는 맘이 편했을까	이예준	그날에 나는 맘이 편했을까	2020-12-03	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뮤니콘
2022-02-04	2022년	1	84	90960439	Savage Love (Laxed - Siren Beat) (BTS Remix)	Jawsh 685 & Jason Derulo & 방탄소년단	Savage Love (Laxed - Siren Beat) (BTS Remix)	2020-10-02	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Columbia
2022-02-04	2022년	1	85	95683977	SMILEY (Feat. BIBI)	YENA (최예나)	ˣ‿ˣ (SMiLEY)	2022-01-17	2022년	댄스	가요	STONE MUSIC ENTERTAINMENT(유통대행)	위에화엔터테인먼트코리아
2022-02-04	2022년	1	86	95211813	매일 크리스마스 (Everyday Christmas)	다비치	매일 크리스마스 (Everyday Christmas)	2021-12-06	이전발매	댄스	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2022-02-04	2022년	1	87	95928015	Child	마크 (MARK)	Child - SM STATION : NCT LAB	2022-02-04	2022년	랩/힙합	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-02-04	2022년	1	88	95514754	정거장	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	89	90545014	취기를 빌려 (취향저격 그녀 X 산들)	산들	취기를 빌려 (취향저격 그녀 X 산들)	2020-07-20	이전발매	인디	가요	주식회사 카카오엔터테인먼트	TOON STUDIO
2022-02-04	2022년	1	90	89558702	늦은 밤 너의 집 앞 골목길에서	노을	늦은 밤 너의 집 앞 골목길에서	2019-11-07	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	씨제스 엔터테인먼트 (C-JeS Entertainment)
2022-02-04	2022년	1	91	93599531	하루만 더	빅마마 (Big Mama)	하루만 더	2021-06-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-02-04	2022년	1	92	16151403	희재	성시경	국화꽃 향기 OST	2003-02-12	이전발매	전체	OST	(주)씨에스해피엔터테인먼트	씨에스해피엔터테인먼트
2022-02-04	2022년	1	93	90021550	아로하	조정석	슬기로운 의사생활 OST Part 3 (tvN 목요드라마)	2020-03-27	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-02-04	2022년	1	94	89374289	Memories	Maroon 5	Memories	2019-09-20	이전발매	팝	POP	(주)유니버설뮤직(해외)	Interscope Records (222 Records)
2022-02-04	2022년	1	95	88773173	작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)	방탄소년단	MAP OF THE SOUL : PERSONA	2019-04-12	이전발매	랩/힙합	가요	(주)와이지플러스	BIGHIT MUSIC
2022-02-04	2022년	1	96	86868102	첫눈처럼 너에게 가겠다	에일리 (Ailee)	도깨비 OST Part 9 (tvN 금토드라마)	2017-01-07	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment, 화앤담픽쳐스
2022-02-04	2022년	1	97	87894567	Bad	Christopher	Under the Surface	2019-11-08	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Parlophone Denmark
2022-02-04	2022년	1	98	92427194	멜로디	ASH ISLAND	멜로디	2021-02-25	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	앰비션뮤직
2022-02-04	2022년	1	99	89671512	너의 번호를 누르고 (Prod. by 영화처럼)	#안녕	너의 번호를 누르고	2019-11-30	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	니즈먼트
2022-02-04	2022년	1	100	87034188	밤편지	아이유 (IU)	밤편지	2017-03-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트, ㈜페이브엔터테인먼트
2022-02-04	2022년	1	101	89296790	안녕	폴킴	호텔 델루나 OST Part.10 (tvN 토일드라마)	2019-08-12	이전발매	드라마	OST	(주)드림어스컴퍼니(국내)	냠냠엔터테인먼트
2022-02-04	2022년	1	102	95388297	Still I Love You	토요태	Still I Love You	2021-12-18	이전발매	R&B/소울	가요	(주)드림어스컴퍼니(국내)	MBC (문화방송)
2022-02-04	2022년	1	103	60135596	우산 (Feat. 윤하)	에픽하이 (EPIK HIGH)	Breakdown	2008-06-11	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	104	90947953	Lovesick Girls	BLACKPINK	THE ALBUM	2020-10-02	이전발매	댄스	가요	(주)와이지플러스	(주)YG엔터테인먼트
2022-02-04	2022년	1	105	90677476	운전만해 (We Ride)	브레이브걸스 (Brave girls)	We Ride	2020-08-14	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	브레이브엔터테인먼트 (BRAVE ENTERTAINMENT)
2022-02-04	2022년	1	106	43759336	기다리다	윤하 (YOUNHA)	Audition (Time 2 Rock)	2006-12-04	이전발매	전체	가요	주식회사 벅스(BUGS Corporation)	라이온미디어
2022-02-04	2022년	1	107	42658186	거리에서	성시경	The Ballads	2006-10-10	이전발매	전체	가요	아라유니버스	제로원인터랙티브
2022-02-04	2022년	1	108	93690649	그대라는 사치	임영웅	사랑의 콜센타 PART62	2021-07-06	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-02-04	2022년	1	109	94020692	Queendom	Red Velvet (레드벨벳)	Queendom - The 6th Mini Album	2021-08-16	이전발매	댄스	가요	(주)드림어스컴퍼니(국내)	SM ENTERTAINMENT
2022-02-04	2022년	1	110	91359951	parachute	John K	love ＋ everything else	2020-11-13	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Epic
2022-02-04	2022년	1	111	93585881	잊었니	임영웅	사랑의 콜센타 PART60	2021-06-22	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-02-04	2022년	1	112	93569588	비 오는 날 듣기 좋은 노래 (Feat. Colde)	에픽하이 (EPIK HIGH)	비 오는 날 듣기 좋은 노래	2021-06-29	이전발매	랩/힙합	가요	(주)지니뮤직	(주)아워즈
2022-02-04	2022년	1	113	92558379	별빛 같은 나의 사랑아	임영웅	별빛 같은 나의 사랑아	2021-03-09	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	티조컬처앤컨텐츠, 뉴에라프로젝트, 물고기뮤직
2022-02-04	2022년	1	114	81230210	Stronger (What Doesn't Kill You)	Kelly Clarkson	Stronger (What Doesn't Kill You)	2012-02-06	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	RCA Records Label
2022-02-04	2022년	1	115	89859975	마음을 드려요	아이유 (IU)	사랑의 불시착 OST Part 11 (tvN 토일 드라마)	2020-02-15	이전발매	드라마	OST	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	116	93905019	DUMB DUMB	전소미	DUMB DUMB	2021-08-02	이전발매	댄스	가요	(주)와이지플러스	THEBLACKLABEL
2022-02-04	2022년	1	117	91423133	VVS (Feat. JUSTHIS) (Prod. by GroovyRoom)	미란이 (MIRANI) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM)	쇼미더머니 9 Episode 1	2020-11-21	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	118	92911541	ASAP	STAYC (스테이씨)	STAYDOM	2021-04-08	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	HIGHUP ENTERTAINMENT
2022-02-04	2022년	1	119	90106691	사실 나는 (Feat. 전건호)	경서예지	사실 나는	2020-04-12	이전발매	인디	가요	주식회사 카카오엔터테인먼트	먼데이키즈 컴퍼니, 에버그로우
2022-02-04	2022년	1	120	90250302	사랑하게 될 줄 알았어	전미도	슬기로운 의사생활 OST Part 11 (tvN 목요드라마)	2020-05-22	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-02-04	2022년	1	121	95464003	안녕 우린 헤어져야만 해	전상근 & 신예영	안녕 우린 헤어져야만 해	2021-12-26	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	방구석 캐스팅
2022-02-04	2022년	1	122	90539282	Rainy day (Feat. ASH ISLAND & Skinny Brown)	PATEKO (파테코)	Rainy day	2020-07-19	이전발매	랩/힙합	가요	(주)와이지플러스	tokkinny records
2022-02-04	2022년	1	123	89943155	어떻게 지내 (Prod. by VAN.C)	오반	어떻게 지내	2020-03-05	이전발매	인디	가요	주식회사 카카오엔터테인먼트	로맨틱팩토리
2022-02-04	2022년	1	124	89815269	시작	가호 (Gaho)	이태원 클라쓰 OST Part.2 (JTBC 금토드라마)	2020-02-01	이전발매	드라마	OST	주식회사 블렌딩(신규)	㈜블렌딩
2022-02-04	2022년	1	125	92749708	어푸 (Ah puh)	아이유 (IU)	IU 5th Album 'LILAC'	2021-03-25	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	126	91134598	잠이 오질 않네요	장범준	잠이 오질 않네요	2020-10-24	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	㈜버스커버스커
2022-02-04	2022년	1	127	88336380	너를 만나	폴킴	너를 만나	2018-10-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	뉴런뮤직
2022-02-04	2022년	1	128	91829432	우린 어쩌다 헤어진 걸까	허각	Hello	2020-12-28	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	㈜플레이엠엔터테인먼트
2022-02-04	2022년	1	129	95129026	MBTI (Feat. 쿠기 & 로꼬) (Prod. by GRAY)	BE'O (비오)	쇼미더머니 10 Semi Final	2021-11-27	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통)	Stone Music Entertainment
2022-02-04	2022년	1	130	89269039	서툰 이별을 하려해 (Feat. 전상근)	윤토벤 (YounToven)	서툰 이별을 하려해	2019-08-01	이전발매	발라드	가요	주식회사 사운드리퍼블리카	윤토벤
2022-02-04	2022년	1	131	93636377	끝사랑	임영웅	사랑의 콜센타 PART61	2021-06-29	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	TV CHOSUN, ㈜쇼플레이
2022-02-04	2022년	1	132	87538989	Snowman	Sia	Everyday Is Christmas (Snowman Deluxe Edition)	2022-12-30	2022년	팝	POP	워너뮤직코리아(주)(해외)	Monkey Puzzle, Atlantic
2022-02-04	2022년	1	133	89290354	Dance Monkey	Tones And I	The Kids Are Coming	2019-08-29	이전발매	락	POP	워너뮤직코리아(주)(해외)	Elektra (NEK)
2022-02-04	2022년	1	134	92517481	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	양요섭 & 정은지	LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)	2021-03-05	이전발매	댄스	가요	주식회사 카카오엔터테인먼트	TOON STUDIO, 느을
2022-02-04	2022년	1	135	88074702	Way Back Home	숀 (SHAUN)	Take	2018-06-27	이전발매	인디	가요	(주)비타민엔터테인먼트(국내)	디씨톰엔터테인먼트
2022-02-04	2022년	1	136	94247500	가을 타나 봐	이무진	가을 타나 봐 (REVIBE Vol.4)	2021-09-14	이전발매	블루스/포크	가요	(주)지니뮤직(펀드)	메이저나인
2022-02-04	2022년	1	137	86868163	Shape Of You	Ed Sheeran	÷ (Deluxe)	2017-03-03	이전발매	팝	POP	워너뮤직코리아(주)(해외)	Atlantic Records UK
2022-02-04	2022년	1	138	95607312	사랑이 아니었다고 말하지 마요	이예준	사랑이 아니었다고 말하지 마요	2022-01-09	2022년	인디	가요	주식회사 카카오엔터테인먼트	이예준
2022-02-04	2022년	1	139	82789242	묘해, 너와	어쿠스틱 콜라보	연애의 발견 OST Part 4 (KBS 월화드라마)	2014-09-02	이전발매	드라마	OST	주식회사 카카오엔터테인먼트	Mog Communications (모그커뮤니케이션즈)
2022-02-04	2022년	1	140	88686378	주저하는 연인들을 위해	잔나비	전설	2019-03-13	이전발매	인디	가요	주식회사 카카오엔터테인먼트	페포니 뮤직
2022-02-04	2022년	1	141	93587781	가을 우체국 앞에서	김대명	슬기로운 의사생활 시즌2 OST Part 2 (tvN 목요드라마)	2021-06-25	이전발매	드라마	OST	STONE MUSIC ENTERTAINMENT(유통)	스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
2022-02-04	2022년	1	142	95514756	너	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	143	95514757	러브레터	아이유 (IU)	조각집	2021-12-29	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	EDAM엔터테인먼트
2022-02-04	2022년	1	144	88281290	Paris in the Rain	Lauv	I met you when I was 18. (the playlist)	2018-05-31	이전발매	팝	POP	주식회사 벅스(BUGS Corporation)	뮤직테이블
2022-02-04	2022년	1	145	86941521	봄날	방탄소년단	YOU NEVER WALK ALONE	2017-02-13	이전발매	댄스	가요	(주)와이지플러스	BIGHIT MUSIC
2022-02-04	2022년	1	146	94722574	나비효과	볼빨간사춘기	Butterfly Effect	2021-10-26	이전발매	인디	가요	주식회사 벅스(BUGS Corporation)	쇼파르엔터테인먼트
2022-02-04	2022년	1	147	94618253	나의 첫사랑	다비치	나의 첫사랑	2021-10-18	이전발매	발라드	가요	STONE MUSIC ENTERTAINMENT(유통)	WAKEONE
2022-02-04	2022년	1	148	91264455	HERO	임영웅	HERO	2020-11-04	이전발매	트로트	가요	주식회사 카카오엔터테인먼트	티조컬처앤컨텐츠, 뉴에라프로젝트
2022-02-04	2022년	1	149	92528097	Leave The Door Open	Bruno Mars & Anderson .Paak & Silk Sonic	An Evening With Silk Sonic	2021-11-12	이전발매	R&B/소울	POP	워너뮤직코리아(주)(해외)	Aftermath Entertainment, Atlantic
2022-02-04	2022년	1	150	92917273	Kiss Me More (Feat. SZA)	Doja Cat	Kiss Me More	2021-04-09	이전발매	팝	POP	소니뮤직엔터테인먼트코리아(주)(해외)	Kemosabe Records, RCA Records
2022-02-04	2022년	1	151	93154147	Brand (Feat. 래원 (Layone))	BE'O (비오)	Bipolar	2021-05-02	이전발매	랩/힙합	가요	STONE MUSIC ENTERTAINMENT(유통대행)	페임어스 엔터테인먼트
2022-02-04	2022년	1	152	95717300	DM	프로미스나인	Midnight Guest	2022-01-17	2022년	댄스	가요	(주)와이지플러스	플레디스 엔터테인먼트
2022-02-04	2022년	1	153	94731558	나 그댈위해 시 한편을 쓰겠어	케이시 (Kassy)	옛이야기	2021-10-28	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	넥스타엔터테인먼트
2022-02-04	2022년	1	154	89238855	그대라는 시	태연 (TAEYEON)	호텔 델루나 OST Part.3 (tvN 토일드라마)	2019-07-21	이전발매	드라마	OST	(주)드림어스컴퍼니(국내)	냠냠엔터테인먼트
2022-02-04	2022년	1	155	89530447	Love poem	아이유 (IU)	Love poem	2019-11-18	이전발매	발라드	가요	주식회사 카카오엔터테인먼트	카카오엔터테인먼트
2022-02-04	2022년	1	156	86121754	상상더하기	라붐 (LABOUM)	Fresh Adventure	2016-04-06	이전발매	댄스	가요	(주)인터파크	주식회사 글로벌에이치미디어 (GLOBAL H)
