년도	월	앨범명	앨범유형	플랫폼 앨범 종류	아티스트명	유형	음반 판매량	유통사
2022년	10월	Code Name: Arrow	피지컬앨범		업텐션 (UP10TION)	보이그룹	38,862	Sony Music
2022년	10월	LOVE DIVE	피지컬앨범		IVE (아이브)	걸그룹	37,138	Kakao Entertainment
2022년	10월	`The ReVe Festival` Day 1	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	36,961	Dreamus
2023년	08월	LOVE ALL	피지컬앨범		조유리	여자솔로	39,997	지니뮤직, Stone Music Entertainment
2022년	10월	minisode1 : Blue Hour	피지컬앨범		투모로우바이투게더	보이그룹	36,495	YG PLUS
2023년	12월	아가씨	피지컬앨범		수진	여자솔로	37,726	지니뮤직, Stone Music Entertainment
2022년	10월	ENTWURF	피지컬앨범		NMIXX	걸그룹	33,315	Dreamus
2022년	10월	9th Mini Album `Attacca`	피지컬앨범		세븐틴	보이그룹	32,750	YG PLUS
2022년	10월	3RD ALBUM `An Ode`	피지컬앨범		세븐틴	보이그룹	31,530	YG PLUS
2022년	10월	THE ANSWER	피지컬앨범		박지훈	남자솔로	30,959	NHN벅스
2022년	10월	MIC ON (Nemo)	플랫폼앨범	NEMO 앨범	마마무 (Mamamoo)	걸그룹	30,024	Kakao Entertainment
2022년	10월	7th Mini Album `헹가래`	피지컬앨범		세븐틴	보이그룹	29,555	YG PLUS
2022년	10월	Brand New - The 1st Mini Album	피지컬앨범		시우민 (XIUMIN)	남자솔로	28,677	Dreamus
2022년	10월	ELEVEN	피지컬앨범		IVE (아이브)	걸그룹	28,309	Kakao Entertainment
2022년	10월	NCT #127 Regulate - The 1st Album Repackage	피지컬앨범		NCT 127	보이그룹	28,121	Dreamus
2022년	10월	혼돈의 장: FIGHT OR ESCAPE	피지컬앨범		투모로우바이투게더	보이그룹	27,598	YG PLUS
2022년	10월	4th Album `Face the Sun` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	27,234	YG PLUS
2022년	10월	YOUNI-ON	피지컬앨범		YOUNITE	보이그룹	27,167	Kakao Entertainment
2022년	10월	꿈의 장: MAGIC	피지컬앨범		투모로우바이투게더	보이그룹	26,785	YG PLUS
2022년	10월	NEW WAVE	피지컬앨범		CRAVITY	보이그룹	26,290	Kakao Entertainment
2022년	10월	꿈의 장: ETERNITY	피지컬앨범		투모로우바이투게더	보이그룹	26,155	YG PLUS
2022년	10월	질주 (2 Baddies) - The 4th Album (SMC)	플랫폼앨범	SMC 앨범	NCT 127	보이그룹	24,476	Dreamus
2022년	10월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	24,419	YG PLUS
2022년	10월	minisode 2: Thursday`s Child	피지컬앨범		투모로우바이투게더	보이그룹	24,262	YG PLUS
2022년	10월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	23,974	YG PLUS
2022년	10월	The Red Summer - Summer Mini Album	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	22,865	Dreamus
2022년	10월	Perfect Velvet - The 2nd Album	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	22,715	Dreamus
2022년	10월	NCT #127 CHERRY BOMB - The 3rd Mini Album	피지컬앨범		NCT 127	보이그룹	22,337	Dreamus
2022년	10월	We Young - The 1st Mini Album	피지컬앨범		NCT DREAM	보이그룹	21,651	Dreamus
2022년	10월	MIC ON (META)	플랫폼앨범	MINIRECORD 앨범	마마무 (Mamamoo)	걸그룹	21,500	Kakao Entertainment
2022년	10월	Rookie - The 4th Mini Album	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	20,769	Dreamus
2022년	10월	The Beginning : 始作 (META)	플랫폼앨범	MINIRECORD 앨범	ATBO	보이그룹	20,322	Kakao Entertainment
2022년	10월	Summer Nights	피지컬앨범		TWICE	걸그룹	19,999	Dreamus
2022년	10월	Eyes wide open	피지컬앨범		TWICE	걸그룹	19,864	Dreamus
2022년	10월	We Go Up - The 2nd Mini Album	피지컬앨범		NCT DREAM	보이그룹	19,822	Dreamus
2022년	10월	Feel Special	피지컬앨범		TWICE	걸그룹	19,710	Dreamus
2022년	10월	NCT #127 WE ARE SUPERHUMAN - The 4th Mini Album	피지컬앨범		NCT 127	보이그룹	19,399	Dreamus
2022년	10월	1st EP `New Jeans` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	19,066	YG PLUS
2022년	10월	혼돈의 장: FREEZE	피지컬앨범		투모로우바이투게더	보이그룹	18,390	YG PLUS
2022년	10월	MAP OF THE SOUL : 7	피지컬앨범		방탄소년단	보이그룹	17,699	YG PLUS
2022년	10월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	16,909	Dreamus
2022년	10월	NCT #127 - The 1st Mini Album	피지컬앨범		NCT 127	보이그룹	16,822	Dreamus
2022년	10월	[Apocalypse : Follow us] (META)	플랫폼앨범	MINIRECORD 앨범	드림캐쳐	걸그룹	16,294	Sony Music
2022년	10월	The Perfect Red Velvet - The 2nd Album Repackage	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	16,250	Dreamus
2022년	10월	Proof	피지컬앨범		방탄소년단	보이그룹	15,942	YG PLUS
2022년	10월	NCT #127 Neo Zone The Final Round - The 2nd Album Repackage	피지컬앨범		NCT 127	보이그룹	15,780	Dreamus
2022년	10월	LOVE YOURSELF 轉 `Tear`	피지컬앨범		방탄소년단	보이그룹	15,396	YG PLUS
2022년	10월	LOVE YOURSELF 結 `Answer`	피지컬앨범		방탄소년단	보이그룹	15,152	YG PLUS
2022년	10월	MORE & MORE	피지컬앨범		TWICE	걸그룹	15,000	Dreamus
2022년	10월	HEAL	피지컬앨범		The Rose (더 로즈)	보이그룹	14,995	Warner Music
2022년	10월	LOVE YOURSELF 承 `Her`	피지컬앨범		방탄소년단	보이그룹	14,424	YG PLUS
2022년	10월	Taste of Love	피지컬앨범		TWICE	걸그룹	14,214	Dreamus
2022년	10월	Butter	피지컬앨범		방탄소년단	보이그룹	13,541	YG PLUS
2022년	10월	4th Album Repackage `SECTOR 17`	피지컬앨범		세븐틴	보이그룹	13,156	YG PLUS
2022년	10월	Day&Night	피지컬앨범		CLASS:y (클라씨)	걸그룹	12,738	Kakao Entertainment
2022년	10월	The Red - The 1st Album	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	12,639	Dreamus
2022년	10월	MAP OF THE SOUL : PERSONA	피지컬앨범		방탄소년단	보이그룹	12,413	YG PLUS
2022년	10월	reissue #001 `SURRENDER` (META)	플랫폼앨범	MINIRECORD 앨범	이창섭	남자솔로	12,365	Kakao Entertainment
2022년	10월	4th Album Repackage `SECTOR 17` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	12,311	YG PLUS
2022년	10월	GO生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	11,555	Dreamus
2022년	10월	TAKE A CHANCE (META)	플랫폼앨범	MINIRECORD 앨범	AB6IX (에이비식스)	보이그룹	11,280	Warner Music
2022년	10월	1st Single Album `DREAM & DEURIM` (META)	플랫폼앨범	MINIRECORD 앨범	TAN	보이그룹	11,249	Kakao Entertainment
2022년	10월	MALUS	피지컬앨범		원어스(ONEUS)	보이그룹	11,009	Kakao Entertainment
2022년	10월	CHECKMATE	피지컬앨범		ITZY (있지)	걸그룹	10,912	Dreamus
2022년	10월	ODDINARY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	10,792	Dreamus
2022년	10월	Piano man Op. 9	피지컬앨범		레오(LEO)	남자솔로	10,093	Kakao Entertainment
2022년	10월	THE ANSWER (META)	플랫폼앨범	MINIRECORD 앨범	박지훈	남자솔로	10,000	NHN벅스
2022년	10월	Absolute Zero (Weverse)	플랫폼앨범	WEVERSE 앨범	백호	남자솔로	10,000	YG PLUS
2025년	1월	rosie	피지컬앨범		로제 (ROSE)	여자솔로	37,201	YG PLUS
2022년	10월	YES or YES	피지컬앨범		TWICE	걸그룹	9,998	Dreamus
2022년	11월	CHESHIRE	피지컬앨범		ITZY (있지)	걸그룹	779,455	Dreamus
2022년	11월	The Astronaut	피지컬앨범		진 (JIN)	남자솔로	501,707	YG PLUS
2022년	11월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	285,884	Dreamus
2022년	11월	`The ReVe Festival 2022 - Birthday`	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	227,254	Dreamus
2022년	11월	AFTER SUNSET	피지컬앨범		하이라이트(Highlight)	보이그룹	139,000	Kakao Entertainment
2022년	11월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	137,234	YG PLUS
2022년	11월	ETERNAL (Nemo)	플랫폼앨범	NEMO 앨범	장민호	남자솔로	110,360	Kakao Entertainment
2022년	11월	I love	피지컬앨범		(여자)아이들	걸그룹	98,982	Kakao Entertainment
2022년	11월	ANTIFRAGILE	피지컬앨범		LE SSERAFIM (르세라핌)	걸그룹	97,379	YG PLUS
2022년	11월	HARMONY : SET IN	피지컬앨범		P1Harmony	보이그룹	87,864	Kakao Entertainment
2022년	11월	ON and ON	피지컬앨범		TEMPEST(템페스트)	보이그룹	86,630	지니뮤직, Stone Music Entertainment
2022년	11월	사라지고 있어 (Last Scene) - The 3rd Mini Album	피지컬앨범		첸 (CHEN)	남자솔로	85,439	Dreamus
2022년	11월	The Story : RETOLD	피지컬앨범		강다니엘	남자솔로	81,721	Sony Music
2022년	11월	Overload	피지컬앨범		Xdinary Heroes	보이그룹	77,578	Dreamus
2022년	11월	Liminality - EP.LOVE	피지컬앨범		VERIVERY	보이그룹	70,884	Kakao Entertainment
2022년	11월	Choice	피지컬앨범		VICTON (빅톤)	보이그룹	68,661	Kakao Entertainment
2022년	11월	Liminality - EP.LOVE (META)	플랫폼앨범	MINIRECORD 앨범	VERIVERY	보이그룹	64,343	Kakao Entertainment
2022년	11월	BETWEEN 1&2	피지컬앨범		TWICE	걸그룹	62,115	Dreamus
2022년	11월	MERIDIEM	피지컬앨범		김종현(JR)	남자솔로	39,846	Kakao Entertainment
2022년	11월	7th Single Album `CHASE EPISODE 3. BEUM`	피지컬앨범		DKZ	보이그룹	38,087	지니뮤직
2022년	11월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	34,797	YG PLUS
2024년	09월	abouTZU (Nemo)	플랫폼앨범	NEMO 앨범	쯔위 (TWICE)	여자솔로	37,193	Dreamus
2022년	11월	#NAME?	플랫폼앨범	NEMO 앨범	JUST B (저스트비)	보이그룹	33,473	뮤직앤뉴
2022년	11월	Choice (META)	플랫폼앨범	MINIRECORD 앨범	VICTON (빅톤)	보이그룹	32,101	Kakao Entertainment
2022년	11월	9th Mini Album `Attacca`	피지컬앨범		세븐틴	보이그룹	29,164	YG PLUS
2022년	11월	Love or Loved Part.1	피지컬앨범		B.I	남자솔로	27,442	Sony Music
2022년	11월	ENTWURF	피지컬앨범		NMIXX	걸그룹	26,964	Dreamus
2022년	11월	4th EP Album 사랑의 서 챕터 1. `Puppy Love`	피지컬앨범		EPEX (이펙스)	보이그룹	25,658	지니뮤직, Stone Music Entertainment
2022년	11월	BLUE SET Chapter. [UNKNOWN CODE]	피지컬앨범		TRENDZ (트렌드지)	보이그룹	25,122	지니뮤직
2022년	11월	혼돈의 장: FIGHT OR ESCAPE	피지컬앨범		투모로우바이투게더	보이그룹	24,839	YG PLUS
2022년	11월	YOUNI-ON	피지컬앨범		YOUNITE	보이그룹	24,781	Kakao Entertainment
2022년	11월	Acid Angel from Asia ＜ACCESS＞	피지컬앨범		tripleS (트리플에스)	걸그룹	23,674	Kakao Entertainment
2022년	11월	1st EP `New Jeans` (Weverse)	플랫폼앨범	WEVERSE 앨범	NewJeans	걸그룹	23,354	YG PLUS
2022년	11월	Villain : The End	피지컬앨범		DRIPPIN(드리핀)	보이그룹	22,704	Kakao Entertainment
2022년	10월	HUSH RUSH	피지컬앨범		이채연	여자솔로	36,589	지니뮤직, Stone Music Entertainment
2022년	10월	Lethality	피지컬앨범		권은비	여자솔로	36,188	Kakao Entertainment
2022년	11월	UP2U	피지컬앨범		TO1 (티오원)	보이그룹	21,170	지니뮤직, Stone Music Entertainment
2022년	11월	#NAME?	플랫폼앨범	NEMO 앨범	JUST B (저스트비)	보이그룹	20,005	뮤직앤뉴
2022년	11월	3RD ALBUM `An Ode`	피지컬앨범		세븐틴	보이그룹	19,715	YG PLUS
2022년	11월	Formula of Love: O+T=<3	피지컬앨범		TWICE	걸그룹	19,473	Dreamus
2022년	11월	NOEASY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	19,465	Dreamus
2022년	11월	28 Reasons - The 1st Mini Album	피지컬앨범		슬기 (SEULGI)	여자솔로	34,688	Dreamus
2025년	2월	HER	피지컬앨범		민니 ((여자)아이들)	여자솔로	33,993	Kakao Entertainment
2022년	11월	BORN PINK	피지컬앨범		BLACKPINK	걸그룹	17,267	YG PLUS
2022년	11월	NCT #127 Limitless - The 2nd Mini Album	피지컬앨범		NCT 127	보이그룹	17,148	Dreamus
2022년	11월	minisode 2: Thursday`s Child	피지컬앨범		투모로우바이투게더	보이그룹	15,988	YG PLUS
2022년	11월	Pit-a-Pat (POCA)	플랫폼앨범	POCA 앨범	woo!ah! (우아!)	걸그룹	15,748	Kakao Entertainment
2022년	11월	Pit-a-Pat	피지컬앨범		woo!ah! (우아!)	걸그룹	15,537	Kakao Entertainment
2022년	11월	혼돈의 장: FREEZE	피지컬앨범		투모로우바이투게더	보이그룹	15,109	YG PLUS
2022년	11월	THE WAVE OF9	피지컬앨범		SF9 (에스에프나인)	보이그룹	15,097	Kakao Entertainment
2022년	11월	4th Album `Face the Sun` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	15,062	YG PLUS
2022년	11월	LOVE DIVE	피지컬앨범		IVE (아이브)	걸그룹	14,963	Kakao Entertainment
2022년	11월	ETERNAL	피지컬앨범		장민호	남자솔로	14,635	Kakao Entertainment
2022년	11월	Absolute Zero (Weverse)	플랫폼앨범	WEVERSE 앨범	백호	남자솔로	14,553	YG PLUS
2022년	11월	abandoned love.	피지컬앨범		Def.	남자솔로	14,377	Warner Music
2022년	11월	4th Album Repackage `SECTOR 17`	피지컬앨범		세븐틴	보이그룹	14,168	YG PLUS
2022년	11월	CRAZY IN LOVE	피지컬앨범		ITZY (있지)	걸그룹	13,704	Dreamus
2022년	11월	After LIKE	피지컬앨범		IVE (아이브)	걸그룹	13,597	Kakao Entertainment
2022년	11월	8th Mini Album `Your Choice`	피지컬앨범		세븐틴	보이그룹	13,334	YG PLUS
2022년	11월	7th Mini Album `헹가래`	피지컬앨범		세븐틴	보이그룹	12,776	YG PLUS
2022년	11월	Taste of Love	피지컬앨범		TWICE	걸그룹	12,665	Dreamus
2022년	11월	HEAL	피지컬앨범		The Rose (더 로즈)	보이그룹	12,496	Warner Music
2022년	11월	LONER	피지컬앨범		용준형	남자솔로	12,139	Sony Music
2022년	11월	Villain : The End (POCA)	플랫폼앨범	POCA 앨범	DRIPPIN(드리핀)	보이그룹	12,040	Kakao Entertainment
2022년	11월	YOUNI-ON (POCA)	플랫폼앨범	POCA 앨범	YOUNITE	보이그룹	11,544	Kakao Entertainment
2022년	11월	MIC ON	피지컬앨범		마마무 (Mamamoo)	걸그룹	11,469	Kakao Entertainment
2022년	11월	Dearest	피지컬앨범		엔플라잉 (N.Flying)	보이그룹	11,400	Kakao Entertainment
2022년	11월	Bittersweet	피지컬앨범		원호 (WONHO)	남자솔로	11,165	Kakao Entertainment
2022년	11월	minisode1 : Blue Hour	피지컬앨범		투모로우바이투게더	보이그룹	10,963	YG PLUS
2022년	11월	MERIDIEM (META)	플랫폼앨범	MINIRECORD 앨범	김종현(JR)	남자솔로	9,924	Kakao Entertainment
2022년	11월	ANTIFRAGILE (Weverse)	플랫폼앨범	WEVERSE 앨범	LE SSERAFIM (르세라핌)	걸그룹	9,563	YG PLUS
2022년	11월	TREASURE EP.3 : One To All (META)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	9,485	지니뮤직, Stone Music Entertainment
2022년	11월	Dear my fan (META)	플랫폼앨범	MINIRECORD 앨범	김성규	남자솔로	9,461	Kakao Entertainment
2022년	11월	TREASURE EP.FIN : All To Action (META)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	9,347	지니뮤직, Stone Music Entertainment
2022년	11월	NEW WAVE	피지컬앨범		CRAVITY	보이그룹	9,153	Kakao Entertainment
2022년	11월	TREASURE EPILOGUE : Action To Answer (META)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	9,137	지니뮤직, Stone Music Entertainment
2022년	11월	Sequence : 17&	피지컬앨범		첫사랑(CSR)	걸그룹	9,132	Kakao Entertainment
2022년	11월	YOUTH	피지컬앨범		기현 (몬스타엑스)	남자솔로	9,125	Kakao Entertainment
2022년	11월	GO生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	9,035	Dreamus
2022년	11월	ELEVEN	피지컬앨범		IVE (아이브)	걸그룹	8,860	Kakao Entertainment
2022년	11월	MAP OF THE SOUL : PERSONA	피지컬앨범		방탄소년단	보이그룹	8,710	YG PLUS
2022년	11월	The 2nd Mini Album [I (Part.1)]	피지컬앨범		NINE.i (나인아이)	보이그룹	8,446	Kakao Entertainment
2022년	11월	ODDINARY	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	8,226	Dreamus
2022년	11월	LOVE YOURSELF 轉 `Tear`	피지컬앨범		방탄소년단	보이그룹	8,095	YG PLUS
2022년	11월	Special Album `; [Semicolon]`	피지컬앨범		세븐틴	보이그룹	8,087	YG PLUS
2022년	11월	The Beginning : 始作 (META)	플랫폼앨범	MINIRECORD 앨범	ATBO	보이그룹	8,058	Kakao Entertainment
2022년	11월	Christmas EveL	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	7,922	Dreamus
2022년	11월	4th Album Repackage `SECTOR 17` (Weverse)	플랫폼앨범	WEVERSE 앨범	세븐틴	보이그룹	7,909	YG PLUS
2022년	11월	꿈의 장: MAGIC	피지컬앨범		투모로우바이투게더	보이그룹	7,877	YG PLUS
2022년	11월	THE SECOND STEP : CHAPTER TWO	피지컬앨범		TREASURE (트레저)	보이그룹	7,735	YG PLUS
2022년	11월	The Beginning : 始作	피지컬앨범		ATBO	보이그룹	7,481	Kakao Entertainment
2022년	11월	LOVE YOURSELF 承 `Her`	피지컬앨범		방탄소년단	보이그룹	7,137	YG PLUS
2022년	11월	LOVE YOURSELF 結 `Answer`	피지컬앨범		방탄소년단	보이그룹	7,100	YG PLUS
2024년	05월	YUQ1	피지컬앨범		우기 ((여자)아이들)	여자솔로	33,909	Kakao Entertainment
2022년	11월	MOVE AGAIN	피지컬앨범		카라 (KARA)	걸그룹	7,000	Dreamus
2022년	11월	Single Album `ALIVE`	피지컬앨범		이석훈	남자솔로	6,885	Kakao Entertainment
2022년	11월	TREASURE EP.2 : Zero To One (META)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	6,797	지니뮤직, Stone Music Entertainment
2022년	11월	TREASURE EP.1 : All To Zero (META)	플랫폼앨범	MINIRECORD 앨범	ATEEZ (에이티즈)	보이그룹	6,749	지니뮤직, Stone Music Entertainment
2022년	11월	Eyes wide open	피지컬앨범		TWICE	걸그룹	6,705	Dreamus
2022년	11월	IN生	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	6,676	Dreamus
2022년	12월	Candy - Winter Special Mini Album	피지컬앨범		NCT DREAM	보이그룹	1,395,187	Dreamus
2022년	12월	`The ReVe Festival 2022 - Birthday`	피지컬앨범		레드벨벳(Red Velvet)	걸그룹	575,854	Dreamus
2022년	12월	Indigo	피지컬앨범		RM	남자솔로	544,294	YG PLUS
2022년	12월	SPIN OFF : FROM THE WITNESS	피지컬앨범		ATEEZ (에이티즈)	보이그룹	252,291	지니뮤직, Stone Music Entertainment
2022년	12월	CHESHIRE	피지컬앨범		ITZY (있지)	걸그룹	224,078	Dreamus
2022년	12월	Indigo (Weverse)	플랫폼앨범	WEVERSE 앨범	RM	남자솔로	195,069	YG PLUS
2022년	12월	SPIN OFF : FROM THE WITNESS (POCA)	플랫폼앨범	POCA 앨범	ATEEZ (에이티즈)	보이그룹	189,734	지니뮤직, Stone Music Entertainment
2022년	12월	Candy - Winter Special Mini Album (SMC)	플랫폼앨범	SMC 앨범	NCT DREAM	보이그룹	169,270	Dreamus
2022년	12월	The Road : Celebration - The 11th Album Vol.2	피지컬앨범		슈퍼주니어 (Super Junior)	보이그룹	164,426	Dreamus
2022년	12월	2022 Winter SMTOWN : SMCU PALACE	피지컬앨범		SMTOWN	프로젝트그룹	161,469	Dreamus
2022년	12월	MAXIDENT	피지컬앨범		Stray Kids (스트레이 키즈)	보이그룹	141,627	Dreamus
2022년	12월	4th Album `Face the Sun`	피지컬앨범		세븐틴	보이그룹	139,252	YG PLUS
2022년	12월	LOVE YOURSELF 承 `Her` (LP)	피지컬앨범		방탄소년단	보이그룹	100,000	YG PLUS
2022년	12월	Phantom - The 4th Mini Album	피지컬앨범		WayV	보이그룹	99,019	Dreamus
2022년	12월	Proof	피지컬앨범		방탄소년단	보이그룹	93,154	YG PLUS
2022년	12월	`The ReVe Festival 2022 - Birthday` (SMC)	플랫폼앨범	SMC 앨범	레드벨벳(Red Velvet)	걸그룹	88,465	Dreamus
2022년	12월	ANTIFRAGILE	피지컬앨범		LE SSERAFIM (르세라핌)	걸그룹	61,235	YG PLUS
2022년	12월	Jack In The Box (LP)	피지컬앨범		j-hope	남자솔로	60,000	YG PLUS
2022년	12월	1st EP `New Jeans`	피지컬앨범		NewJeans	걸그룹	52,814	YG PLUS
2022년	12월	사내[MAN] (USB)	피지컬앨범		정동원	남자솔로	50,097	Kakao Entertainment
2022년	12월	I love	피지컬앨범		(여자)아이들	걸그룹	45,121	Kakao Entertainment
2022년	12월	After LIKE	피지컬앨범		IVE (아이브)	걸그룹	44,924	Kakao Entertainment
2022년	12월	2022 Winter SMTOWN : SMCU PALACE (Nemo)	플랫폼앨범	NEMO 앨범	SMTOWN	프로젝트그룹	44,177	Dreamus
